sku_id,sku_name,total_value
1064,Snacks_Biscuits_1064,88.4
1014,Dairy_Butter_1014,15.66
1026,Snacks_Biscuits_1026,14.52
1105,Beverages_Water_1105,68.16
1007,Personal Care_Shampoo_1007,336.3
1111,Snacks_Nuts_1111,50.24
1193,Beverages_Tea_1193,47.16
1082,Household_Detergent_1082,89.32
1006,Beverages_Coffee_1006,10.73
1042,Grocery_Canned Goods_1042,76.32
1026,Snacks_Biscuits_1026,29.04
1136,Personal Care_Shampoo_1136,301.45
1165,Personal Care_Skincare_1165,73.5
1200,Beverages_Juices_1200,12.74
1082,Household_Detergent_1082,75.92
1146,Snacks_Chocolates_1146,103.5
1164,Electronics_Cables_1164,1177.44
1104,Grocery_Pasta_1104,42.24
1163,Household_Paper Products_1163,186.95
1081,Snacks_Nuts_1081,51.3
1149,Electronics_Chargers_1149,264.12
1159,Electronics_Batteries_1159,534.24
1050,Snacks_Chips_1050,15.16
1185,Personal Care_Toothpaste_1185,386.95
1051,Electronics_Cables_1051,356.75
1049,Electronics_Batteries_1049,200.88
1145,Household_Trash Bags_1145,11.46
1149,Electronics_Chargers_1149,310.74
1192,Dairy_Milk_1192,74.68
1039,Beverages_Soft Drinks_1039,110.1
1174,Electronics_Mobile Accessories_1174,614.16
1157,Household_Cleaning Supplies_1157,49.76
1083,Dairy_Cheese_1083,23.6
1003,Household_Cleaning Supplies_1003,10.2
1194,Dairy_Butter_1194,8.19
1050,Snacks_Chips_1050,60.64
1052,Snacks_Crackers_1052,42.54
1044,Snacks_Biscuits_1044,65.37
1064,Snacks_Biscuits_1064,106.08
1179,Household_Cleaning Supplies_1179,49.02
1083,Dairy_Cheese_1083,47.2
1124,Dairy_Cheese_1124,94.48
1023,Personal Care_Toothpaste_1023,182.46
1074,Personal Care_Skincare_1074,125.34
1014,Dairy_Butter_1014,19.98
1065,Electronics_Chargers_1065,453.48
1130,Snacks_Nuts_1130,33.72
1192,Dairy_Milk_1192,18.67
1094,Grocery_Rice_1094,117.5
1188,Grocery_Spices_1188,86.6
1003,Household_Cleaning Supplies_1003,60.0
1013,Grocery_Cereals_1013,106.89
1129,Electronics_Chargers_1129,389.73
1178,Beverages_Soft Drinks_1178,61.05
1001,Electronics_Chargers_1001,559.52
1117,Snacks_Crackers_1117,39.76
1176,Snacks_Chocolates_1176,6.83
1194,Dairy_Butter_1194,9.63
1111,Snacks_Nuts_1111,37.68
1136,Personal Care_Shampoo_1136,120.58
1194,Dairy_Butter_1194,49.14
1029,Grocery_Canned Goods_1029,118.6
1007,Personal Care_Shampoo_1007,171.51
1106,Snacks_Chocolates_1106,47.95
1195,Snacks_Chocolates_1195,62.76
1010,Grocery_Rice_1010,27.94
1136,Personal Care_Shampoo_1136,51.25
1004,Beverages_Juices_1004,63.3
1062,Personal Care_Deodorant_1062,74.4
1026,Snacks_Biscuits_1026,4.84
1155,Electronics_Mobile Accessories_1155,114.4
1072,Electronics_Chargers_1072,714.78
1041,Snacks_Nuts_1041,41.28
1004,Beverages_Juices_1004,24.82
1089,Electronics_Mobile Accessories_1089,168.18
1019,Electronics_Cables_1019,211.86
1146,Snacks_Chocolates_1146,17.25
1072,Electronics_Chargers_1072,238.26
1147,Snacks_Crackers_1147,20.74
1188,Grocery_Spices_1188,51.96
1037,Electronics_Cables_1037,910.68
1091,Dairy_Butter_1091,26.22
1147,Snacks_Crackers_1147,105.78
1151,Electronics_Cables_1151,363.96
1195,Snacks_Chocolates_1195,35.56
1101,Snacks_Crackers_1101,63.54
1128,Grocery_Spices_1128,106.32
1097,Snacks_Crackers_1097,15.66
1049,Electronics_Batteries_1049,100.44
1035,Electronics_Batteries_1035,490.76
1159,Electronics_Batteries_1159,302.74
1098,Electronics_Mobile Accessories_1098,352.0
1141,Beverages_Coffee_1141,42.25
1180,Grocery_Spices_1180,28.56
1169,Beverages_Soft Drinks_1169,24.36
1036,Electronics_Mobile Accessories_1036,228.18
1008,Personal Care_Shampoo_1008,175.76
1195,Snacks_Chocolates_1195,88.9
1174,Electronics_Mobile Accessories_1174,614.16
1122,Dairy_Yogurt_1122,134.3
1055,Dairy_Butter_1055,44.56
1184,Snacks_Chocolates_1184,22.41
1087,Snacks_Crackers_1087,47.1
1063,Snacks_Chocolates_1063,41.37
1177,Snacks_Chips_1177,8.52
1178,Beverages_Soft Drinks_1178,81.4
1148,Household_Cleaning Supplies_1148,53.61
1186,Dairy_Yogurt_1186,10.92
1178,Beverages_Soft Drinks_1178,20.35
1124,Dairy_Cheese_1124,94.48
1032,Snacks_Chocolates_1032,25.78
1105,Beverages_Water_1105,51.12
1011,Personal Care_Shampoo_1011,69.24
1039,Beverages_Soft Drinks_1039,110.1
1163,Household_Paper Products_1163,74.78
1081,Snacks_Nuts_1081,17.1
1176,Snacks_Chocolates_1176,17.43
1113,Dairy_Cheese_1113,126.45
1171,Personal Care_Toothpaste_1171,35.42
1097,Snacks_Crackers_1097,2.22
1170,Dairy_Yogurt_1170,18.1
1065,Electronics_Chargers_1065,453.48
1039,Beverages_Soft Drinks_1039,66.06
1127,Grocery_Rice_1127,61.29
1127,Grocery_Rice_1127,69.48
1105,Beverages_Water_1105,57.92
1162,Dairy_Yogurt_1162,89.76
1007,Personal Care_Shampoo_1007,343.02
1003,Household_Cleaning Supplies_1003,60.0
1086,Grocery_Rice_1086,30.12
1200,Beverages_Juices_1200,12.74
1049,Electronics_Batteries_1049,118.16
1155,Electronics_Mobile Accessories_1155,116.7
1199,Electronics_Cables_1199,459.78
1196,Grocery_Pasta_1196,149.7
1050,Snacks_Chips_1050,17.84
1132,Dairy_Butter_1132,173.9
1067,Grocery_Cereals_1067,84.26
1128,Grocery_Spices_1128,22.59
1187,Personal Care_Skincare_1187,242.6
1113,Dairy_Cheese_1113,64.5
1115,Household_Paper Products_1115,132.66
1086,Grocery_Rice_1086,64.0
1012,Beverages_Juices_1012,59.9
1193,Beverages_Tea_1193,35.37
1080,Snacks_Chips_1080,56.73
1119,Grocery_Pasta_1119,122.64
1010,Grocery_Rice_1010,55.88
1017,Household_Paper Products_1017,73.5
1037,Electronics_Cables_1037,892.85
1080,Snacks_Chips_1080,75.64
1184,Snacks_Chocolates_1184,57.15
1167,Grocery_Rice_1167,187.65
1151,Electronics_Cables_1151,285.46
1017,Household_Paper Products_1017,129.69
1080,Snacks_Chips_1080,113.46
1111,Snacks_Nuts_1111,25.12
1166,Grocery_Spices_1166,147.96
1042,Grocery_Canned Goods_1042,44.9
1016,Grocery_Rice_1016,58.32
1038,Electronics_Cables_1038,168.78
1077,Household_Cleaning Supplies_1077,161.84
1021,Grocery_Canned Goods_1021,98.04
1068,Electronics_Chargers_1068,404.15
1011,Personal Care_Shampoo_1011,34.62
1188,Grocery_Spices_1188,61.14
1074,Personal Care_Skincare_1074,106.54
1162,Dairy_Yogurt_1162,134.64
1161,Electronics_Batteries_1161,70.26
1128,Grocery_Spices_1128,67.77
1063,Snacks_Chocolates_1063,27.58
1030,Dairy_Cream_1030,110.2
1158,Snacks_Crackers_1158,7.27
1016,Grocery_Rice_1016,77.76
1176,Snacks_Chocolates_1176,27.32
1028,Household_Paper Products_1028,35.51
1184,Snacks_Chocolates_1184,38.1
1044,Snacks_Biscuits_1044,43.58
1083,Dairy_Cheese_1083,23.6
1151,Electronics_Cables_1151,142.73
1058,Personal Care_Soap_1058,270.42
1035,Electronics_Batteries_1035,981.52
1002,Dairy_Cream_1002,41.19
1001,Electronics_Chargers_1001,279.76
1024,Grocery_Canned Goods_1024,37.35
1025,Household_Detergent_1025,42.4
1044,Snacks_Biscuits_1044,111.12
1038,Electronics_Cables_1038,397.12
1112,Household_Paper Products_1112,52.92
1050,Snacks_Chips_1050,89.2
1119,Grocery_Pasta_1119,91.98
1024,Grocery_Canned Goods_1024,37.35
1052,Snacks_Crackers_1052,33.36
1053,Snacks_Crackers_1053,9.9
1190,Dairy_Milk_1190,60.78
1119,Grocery_Pasta_1119,30.66
1146,Snacks_Chocolates_1146,101.45
1039,Beverages_Soft Drinks_1039,44.04
1004,Beverages_Juices_1004,99.28
1113,Dairy_Cheese_1113,107.5
1056,Snacks_Nuts_1056,10.16
1177,Snacks_Chips_1177,14.2
1195,Snacks_Chocolates_1195,62.76
1158,Snacks_Crackers_1158,43.62
1152,Personal Care_Toothpaste_1152,229.25
1076,Snacks_Chocolates_1076,38.12
1165,Personal Care_Skincare_1165,69.2
1199,Electronics_Cables_1199,1172.46
1138,Household_Cleaning Supplies_1138,78.68
1054,Snacks_Chips_1054,41.9
1006,Beverages_Coffee_1006,42.92
1105,Beverages_Water_1105,17.04
1200,Beverages_Juices_1200,12.74
1033,Household_Paper Products_1033,82.71
1026,Snacks_Biscuits_1026,29.04
1006,Beverages_Coffee_1006,37.86
1051,Electronics_Cables_1051,242.6
1099,Personal Care_Toothpaste_1099,254.16
1095,Snacks_Chocolates_1095,53.34
1149,Electronics_Chargers_1149,414.32
1055,Dairy_Butter_1055,18.94
1149,Electronics_Chargers_1149,103.58
1036,Electronics_Mobile Accessories_1036,228.18
1030,Dairy_Cream_1030,93.65
1033,Household_Paper Products_1033,82.71
1045,Electronics_Cables_1045,600.15
1169,Beverages_Soft Drinks_1169,15.54
1089,Electronics_Mobile Accessories_1089,65.95
1044,Snacks_Biscuits_1044,111.12
1157,Household_Cleaning Supplies_1157,73.15
1075,Snacks_Crackers_1075,66.85
1024,Grocery_Canned Goods_1024,26.37
1070,Grocery_Canned Goods_1070,215.16
1073,Electronics_Chargers_1073,722.28
1163,Household_Paper Products_1163,112.17
1137,Snacks_Nuts_1137,34.26
1162,Dairy_Yogurt_1162,132.0
1043,Electronics_Batteries_1043,119.58
1170,Dairy_Yogurt_1170,42.6
1168,Snacks_Chips_1168,38.24
1039,Beverages_Soft Drinks_1039,88.08
1153,Electronics_Batteries_1153,409.83
1051,Electronics_Cables_1051,242.6
1142,Electronics_Mobile Accessories_1142,15.64
1113,Dairy_Cheese_1113,151.74
1023,Personal Care_Toothpaste_1023,51.7
1090,Dairy_Cheese_1090,186.36
1175,Household_Trash Bags_1175,299.2
1039,Beverages_Soft Drinks_1039,132.12
1069,Grocery_Spices_1069,65.12
1179,Household_Cleaning Supplies_1179,73.53
1151,Electronics_Cables_1151,142.73
1155,Electronics_Mobile Accessories_1155,68.64
1089,Electronics_Mobile Accessories_1089,56.06
1032,Snacks_Chocolates_1032,60.64
1170,Dairy_Yogurt_1170,42.6
1050,Snacks_Chips_1050,75.8
1045,Electronics_Cables_1045,360.09
1137,Snacks_Nuts_1137,11.42
1105,Beverages_Water_1105,68.16
1039,Beverages_Soft Drinks_1039,66.06
1200,Beverages_Juices_1200,19.11
1129,Electronics_Chargers_1129,917.04
1099,Personal Care_Toothpaste_1099,127.08
1174,Electronics_Mobile Accessories_1174,614.16
1014,Dairy_Butter_1014,26.64
1001,Electronics_Chargers_1001,139.88
1068,Electronics_Chargers_1068,323.32
1051,Electronics_Cables_1051,121.3
1014,Dairy_Butter_1014,6.66
1155,Electronics_Mobile Accessories_1155,77.8
1118,Dairy_Milk_1118,20.14
1067,Grocery_Cereals_1067,198.28
1152,Personal Care_Toothpaste_1152,323.64
1057,Beverages_Tea_1057,91.6
1057,Beverages_Tea_1057,68.7
1118,Dairy_Milk_1118,60.42
1037,Electronics_Cables_1037,303.56
1175,Household_Trash Bags_1175,239.36
1093,Snacks_Chips_1093,23.94
1066,Household_Cleaning Supplies_1066,84.62
1128,Grocery_Spices_1128,67.77
1022,Household_Cleaning Supplies_1022,54.82
1169,Beverages_Soft Drinks_1169,25.9
1091,Dairy_Butter_1091,43.7
1080,Snacks_Chips_1080,113.46
1006,Beverages_Coffee_1006,42.92
1002,Dairy_Cream_1002,35.01
1183,Electronics_Batteries_1183,682.32
1066,Household_Cleaning Supplies_1066,126.93
1026,Snacks_Biscuits_1026,19.36
1083,Dairy_Cheese_1083,59.0
1139,Dairy_Cream_1139,96.5
1130,Snacks_Nuts_1130,16.86
1070,Grocery_Canned Goods_1070,71.72
1066,Household_Cleaning Supplies_1066,199.12
1013,Grocery_Cereals_1013,30.29
1176,Snacks_Chocolates_1176,17.43
1162,Dairy_Yogurt_1162,132.0
1128,Grocery_Spices_1128,112.95
1154,Household_Cleaning Supplies_1154,27.02
1086,Grocery_Rice_1086,60.24
1141,Beverages_Coffee_1141,7.18
1199,Electronics_Cables_1199,1149.45
1003,Household_Cleaning Supplies_1003,30.6
1181,Personal Care_Soap_1181,154.44
1016,Grocery_Rice_1016,38.88
1091,Dairy_Butter_1091,7.43
1045,Electronics_Cables_1045,240.06
1179,Household_Cleaning Supplies_1179,24.51
1116,Personal Care_Skincare_1116,132.8
1025,Household_Detergent_1025,14.42
1036,Electronics_Mobile Accessories_1036,456.36
1171,Personal Care_Toothpaste_1171,106.26
1078,Electronics_Cables_1078,611.08
1045,Electronics_Cables_1045,282.42
1136,Personal Care_Shampoo_1136,307.5
1051,Electronics_Cables_1051,214.05
1191,Dairy_Butter_1191,39.6
1132,Dairy_Butter_1132,34.78
1094,Grocery_Rice_1094,39.94
1095,Snacks_Chocolates_1095,41.84
1132,Dairy_Butter_1132,208.68
1082,Household_Detergent_1082,113.88
1084,Household_Paper Products_1084,95.78
1040,Electronics_Mobile Accessories_1040,215.94
1135,Household_Trash Bags_1135,128.76
1159,Electronics_Batteries_1159,178.08
1087,Snacks_Crackers_1087,40.05
1097,Snacks_Crackers_1097,2.22
1140,Personal Care_Shampoo_1140,71.7
1073,Electronics_Chargers_1073,204.64
1172,Electronics_Chargers_1172,289.29
1088,Household_Cleaning Supplies_1088,17.99
1076,Snacks_Chocolates_1076,57.18
1072,Electronics_Chargers_1072,1429.56
1171,Personal Care_Toothpaste_1171,41.67
1063,Snacks_Chocolates_1063,27.58
1113,Dairy_Cheese_1113,43.0
1126,Beverages_Soft Drinks_1126,21.84
1007,Personal Care_Shampoo_1007,228.68
1050,Snacks_Chips_1050,75.8
1007,Personal Care_Shampoo_1007,171.51
1008,Personal Care_Shampoo_1008,186.75
1102,Snacks_Biscuits_1102,73.24
1200,Beverages_Juices_1200,12.74
1020,Beverages_Juices_1020,25.41
1186,Dairy_Yogurt_1186,27.3
1082,Household_Detergent_1082,37.96
1138,Household_Cleaning Supplies_1138,92.56
1041,Snacks_Nuts_1041,11.7
1070,Grocery_Canned Goods_1070,143.44
1038,Electronics_Cables_1038,595.68
1053,Snacks_Crackers_1053,19.8
1019,Electronics_Cables_1019,635.58
1196,Grocery_Pasta_1196,152.7
1132,Dairy_Butter_1132,177.36
1013,Grocery_Cereals_1013,151.45
1198,Dairy_Cheese_1198,22.02
1196,Grocery_Pasta_1196,59.88
1075,Snacks_Crackers_1075,26.74
1155,Electronics_Mobile Accessories_1155,19.45
1020,Beverages_Juices_1020,25.41
1041,Snacks_Nuts_1041,41.28
1124,Dairy_Cheese_1124,20.08
1131,Snacks_Crackers_1131,70.41
1120,Grocery_Cereals_1120,157.88
1038,Electronics_Cables_1038,421.95
1021,Grocery_Canned Goods_1021,122.55
1172,Electronics_Chargers_1172,289.29
1088,Household_Cleaning Supplies_1088,63.48
1056,Snacks_Nuts_1056,20.32
1141,Beverages_Coffee_1141,25.35
1063,Snacks_Chocolates_1063,48.66
1034,Household_Cleaning Supplies_1034,230.24
1013,Grocery_Cereals_1013,151.45
1063,Snacks_Chocolates_1063,13.79
1171,Personal Care_Toothpaste_1171,208.35
1007,Personal Care_Shampoo_1007,343.02
1030,Dairy_Cream_1030,93.65
1104,Grocery_Pasta_1104,89.75
1196,Grocery_Pasta_1196,29.94
1159,Electronics_Batteries_1159,534.24
1059,Electronics_Cables_1059,54.15
1109,Electronics_Batteries_1109,92.79
1044,Snacks_Biscuits_1044,21.79
1173,Electronics_Batteries_1173,556.16
1159,Electronics_Batteries_1159,454.11
1111,Snacks_Nuts_1111,75.36
1070,Grocery_Canned Goods_1070,143.44
1170,Dairy_Yogurt_1170,18.1
1125,Personal Care_Toothpaste_1125,80.91
1153,Electronics_Batteries_1153,160.72
1005,Household_Paper Products_1005,60.16
1080,Snacks_Chips_1080,18.91
1103,Dairy_Milk_1103,65.26
1160,Snacks_Nuts_1160,15.75
1095,Snacks_Chocolates_1095,71.12
1195,Snacks_Chocolates_1195,17.78
1053,Snacks_Crackers_1053,46.6
1175,Household_Trash Bags_1175,119.68
1144,Household_Detergent_1144,57.84
1001,Electronics_Chargers_1001,139.88
1140,Personal Care_Shampoo_1140,152.35
1171,Personal Care_Toothpaste_1171,208.35
1117,Snacks_Crackers_1117,8.45
1144,Household_Detergent_1144,24.58
1047,Household_Detergent_1047,92.07
1023,Personal Care_Toothpaste_1023,51.7
1013,Grocery_Cereals_1013,178.15
1162,Dairy_Yogurt_1162,112.2
1158,Snacks_Crackers_1158,14.54
1012,Beverages_Juices_1012,59.9
1049,Electronics_Batteries_1049,118.16
1180,Grocery_Spices_1180,28.56
1014,Dairy_Butter_1014,23.49
1185,Personal Care_Toothpaste_1185,464.34
1132,Dairy_Butter_1132,104.34
1079,Beverages_Juices_1079,15.6
1048,Snacks_Biscuits_1048,13.87
1170,Dairy_Yogurt_1170,72.4
1157,Household_Cleaning Supplies_1157,58.52
1149,Electronics_Chargers_1149,517.9
1077,Household_Cleaning Supplies_1077,238.0
1049,Electronics_Batteries_1049,354.48
1154,Household_Cleaning Supplies_1154,81.06
1009,Electronics_Batteries_1009,231.93
1104,Grocery_Pasta_1104,105.6
1001,Electronics_Chargers_1001,419.64
1103,Dairy_Milk_1103,230.34
1138,Household_Cleaning Supplies_1138,185.12
1196,Grocery_Pasta_1196,76.35
1011,Personal Care_Shampoo_1011,20.37
1029,Grocery_Canned Goods_1029,23.72
1101,Snacks_Crackers_1101,49.84
1184,Snacks_Chocolates_1184,76.2
1119,Grocery_Pasta_1119,91.98
1125,Personal Care_Toothpaste_1125,26.97
1196,Grocery_Pasta_1196,25.45
1137,Snacks_Nuts_1137,28.55
1129,Electronics_Chargers_1129,259.82
1112,Household_Paper Products_1112,17.64
1079,Beverages_Juices_1079,13.26
1194,Dairy_Butter_1194,40.95
1051,Electronics_Cables_1051,142.7
1043,Electronics_Batteries_1043,46.9
1063,Snacks_Chocolates_1063,27.58
1045,Electronics_Cables_1045,282.42
1057,Beverages_Tea_1057,22.9
1080,Snacks_Chips_1080,94.55
1095,Snacks_Chocolates_1095,83.68
1178,Beverages_Soft Drinks_1178,61.05
1163,Household_Paper Products_1163,186.95
1086,Grocery_Rice_1086,15.06
1169,Beverages_Soft Drinks_1169,18.27
1089,Electronics_Mobile Accessories_1089,329.75
1199,Electronics_Cables_1199,229.89
1058,Personal Care_Soap_1058,114.93
1172,Electronics_Chargers_1172,453.8
1092,Household_Detergent_1092,84.57
1082,Household_Detergent_1082,75.92
1138,Household_Cleaning Supplies_1138,46.28
1101,Snacks_Crackers_1101,42.36
1020,Beverages_Juices_1020,19.92
1010,Grocery_Rice_1010,27.94
1016,Grocery_Rice_1016,33.04
1172,Electronics_Chargers_1172,192.86
1025,Household_Detergent_1025,7.21
1057,Beverages_Tea_1057,45.8
1032,Snacks_Chocolates_1032,38.67
1010,Grocery_Rice_1010,69.85
1035,Electronics_Batteries_1035,245.38
1194,Dairy_Butter_1194,8.19
1048,Snacks_Biscuits_1048,69.35
1094,Grocery_Rice_1094,39.94
1011,Personal Care_Shampoo_1011,81.48
1033,Household_Paper Products_1033,32.44
1153,Electronics_Batteries_1153,273.22
1112,Household_Paper Products_1112,20.76
1108,Dairy_Butter_1108,66.84
1063,Snacks_Chocolates_1063,32.44
1094,Grocery_Rice_1094,39.94
1171,Personal Care_Toothpaste_1171,166.68
1118,Dairy_Milk_1118,94.8
1167,Grocery_Rice_1167,112.59
1009,Electronics_Batteries_1009,77.31
1036,Electronics_Mobile Accessories_1036,76.06
1046,Household_Paper Products_1046,296.76
1110,Grocery_Canned Goods_1110,110.46
1066,Household_Cleaning Supplies_1066,248.9
1137,Snacks_Nuts_1137,17.13
1066,Household_Cleaning Supplies_1066,253.86
1099,Personal Care_Toothpaste_1099,254.16
1146,Snacks_Chocolates_1146,34.5
1168,Snacks_Chips_1168,114.72
1072,Electronics_Chargers_1072,1191.3
1074,Personal Care_Skincare_1074,250.68
1055,Dairy_Butter_1055,9.47
1020,Beverages_Juices_1020,25.41
1124,Dairy_Cheese_1124,20.08
1170,Dairy_Yogurt_1170,72.4
1001,Electronics_Chargers_1001,279.76
1139,Dairy_Cream_1139,38.6
1067,Grocery_Cereals_1067,84.26
1133,Electronics_Mobile Accessories_1133,67.7
1164,Electronics_Cables_1164,667.2
1169,Beverages_Soft Drinks_1169,10.36
1085,Personal Care_Skincare_1085,53.26
1108,Dairy_Butter_1108,235.92
1178,Beverages_Soft Drinks_1178,119.7
1104,Grocery_Pasta_1104,17.95
1035,Electronics_Batteries_1035,625.71
1167,Grocery_Rice_1167,44.15
1050,Snacks_Chips_1050,75.8
1024,Grocery_Canned Goods_1024,8.79
1005,Household_Paper Products_1005,17.7
1103,Dairy_Milk_1103,65.26
1052,Snacks_Crackers_1052,28.36
1194,Dairy_Butter_1194,24.57
1112,Household_Paper Products_1112,35.28
1013,Grocery_Cereals_1013,35.63
1008,Personal Care_Shampoo_1008,43.94
1099,Personal Care_Toothpaste_1099,49.84
1189,Electronics_Batteries_1189,198.87
1082,Household_Detergent_1082,151.84
1021,Grocery_Canned Goods_1021,86.49
1128,Grocery_Spices_1128,90.36
1069,Grocery_Spices_1069,162.8
1151,Electronics_Cables_1151,121.32
1168,Snacks_Chips_1168,32.5
1174,Electronics_Mobile Accessories_1174,614.16
1099,Personal Care_Toothpaste_1099,99.68
1116,Personal Care_Skincare_1116,199.2
1034,Household_Cleaning Supplies_1034,57.56
1174,Electronics_Mobile Accessories_1174,1445.1
1018,Personal Care_Deodorant_1018,46.89
1074,Personal Care_Skincare_1074,213.08
1017,Household_Paper Products_1017,129.69
1190,Dairy_Milk_1190,34.44
1113,Dairy_Cheese_1113,107.5
1086,Grocery_Rice_1086,15.06
1067,Grocery_Cereals_1067,49.57
1164,Electronics_Cables_1164,333.6
1168,Snacks_Chips_1168,97.5
1003,Household_Cleaning Supplies_1003,48.0
1121,Grocery_Rice_1121,31.88
1024,Grocery_Canned Goods_1024,44.82
1168,Snacks_Chips_1168,16.25
1041,Snacks_Nuts_1041,35.1
1138,Household_Cleaning Supplies_1138,46.28
1067,Grocery_Cereals_1067,84.26
1193,Beverages_Tea_1193,11.79
1131,Snacks_Crackers_1131,46.94
1022,Household_Cleaning Supplies_1022,233.0
1180,Grocery_Spices_1180,28.56
1044,Snacks_Biscuits_1044,55.56
1036,Electronics_Mobile Accessories_1036,89.48
1033,Household_Paper Products_1033,97.32
1123,Beverages_Water_1123,16.7
1107,Electronics_Mobile Accessories_1107,409.95
1046,Household_Paper Products_1046,58.19
1109,Electronics_Batteries_1109,92.79
1188,Grocery_Spices_1188,61.14
1123,Beverages_Water_1123,16.7
1007,Personal Care_Shampoo_1007,228.68
1089,Electronics_Mobile Accessories_1089,280.3
1093,Snacks_Chips_1093,7.98
1149,Electronics_Chargers_1149,103.58
1025,Household_Detergent_1025,43.26
1184,Snacks_Chocolates_1184,95.25
1089,Electronics_Mobile Accessories_1089,56.06
1127,Grocery_Rice_1127,69.48
1184,Snacks_Chocolates_1184,38.1
1085,Personal Care_Skincare_1085,113.2
1101,Snacks_Crackers_1101,74.76
1189,Electronics_Batteries_1189,66.29
1085,Personal Care_Skincare_1085,90.56
1004,Beverages_Juices_1004,124.1
1183,Electronics_Batteries_1183,341.16
1027,Snacks_Chips_1027,6.05
1162,Dairy_Yogurt_1162,79.2
1032,Snacks_Chocolates_1032,15.16
1143,Dairy_Cheese_1143,58.52
1095,Snacks_Chocolates_1095,88.9
1081,Snacks_Nuts_1081,17.1
1122,Dairy_Yogurt_1122,80.58
1128,Grocery_Spices_1128,45.18
1125,Personal Care_Toothpaste_1125,26.97
1058,Personal Care_Soap_1058,270.42
1059,Electronics_Cables_1059,18.05
1169,Beverages_Soft Drinks_1169,15.54
1068,Electronics_Chargers_1068,404.15
1140,Personal Care_Shampoo_1140,152.35
1171,Personal Care_Toothpaste_1171,70.84
1168,Snacks_Chips_1168,16.25
1151,Electronics_Cables_1151,485.28
1120,Grocery_Cereals_1120,39.47
1194,Dairy_Butter_1194,8.19
1122,Dairy_Yogurt_1122,80.58
1085,Personal Care_Skincare_1085,113.2
1144,Household_Detergent_1144,12.29
1160,Snacks_Nuts_1160,12.36
1184,Snacks_Chocolates_1184,112.05
1116,Personal Care_Skincare_1116,132.8
1044,Snacks_Biscuits_1044,55.56
1051,Electronics_Cables_1051,121.3
1017,Household_Paper Products_1017,129.69
1055,Dairy_Butter_1055,9.47
1198,Dairy_Cheese_1198,66.06
1094,Grocery_Rice_1094,99.85
1081,Snacks_Nuts_1081,25.65
