cust_id,city,total_value
2,Abu Dhabi,665.7
2,Abu Dhabi,97.5
2,Abu Dhabi,7.18
2,Abu Dhabi,15.6
2,Abu Dhabi,142.73
2,Abu Dhabi,53.1
3,Dubai,141.21
3,Dubai,44.15
3,Dubai,20.12
3,Dubai,51.82
3,Dubai,79.6
3,Dubai,16.68
3,Dubai,361.14
3,Dubai,867.9
3,Dubai,351.55
3,Dubai,25.7
3,Dubai,182.46
3,Dubai,42.19
3,Dubai,178.57
3,Dubai,31.28
3,Dubai,49.32
3,Dubai,100.98
3,Dubai,22.47
3,Dubai,33.38
3,Dubai,38.61
3,Dubai,107.76
3,Dubai,67.6
3,Dubai,26.54
3,Dubai,95.88
3,Dubai,311.96
3,Dubai,67.11
3,Dubai,101.85
3,Dubai,44.9
3,Dubai,305.68
3,Dubai,27.74
3,Dubai,268.05
3,Dubai,38.22
3,Dubai,33.72
3,Dubai,79.48
3,Dubai,20.16
3,Dubai,115.12
3,Dubai,53.88
3,Dubai,41.84
3,Dubai,44.56
3,Dubai,327.16
3,Dubai,19.44
3,Dubai,392.48
3,Dubai,818.88
3,Dubai,517.65
3,Dubai,35.85
3,Dubai,214.05
3,Dubai,62.76
3,Dubai,27.51
3,Dubai,28.68
3,Dubai,130.86
3,Dubai,116.72
3,Dubai,67.9
3,Dubai,42.32
3,Dubai,40.74
3,Dubai,534.24
3,Dubai,36.07
3,Dubai,71.46
3,Dubai,85.2
3,Dubai,179.6
3,Dubai,132.26
3,Dubai,4.94
3,Dubai,57.45
3,Dubai,533.49
3,Dubai,60.87
3,Dubai,107.44
3,Dubai,17.95
3,Dubai,63.56
3,Dubai,76.62
3,Dubai,401.37
3,Dubai,236.32
3,Dubai,71.36
3,Dubai,65.72
3,Dubai,4.91
3,Dubai,89.0
3,Dubai,52.37
3,Dubai,24.25
3,Dubai,37.82
3,Dubai,229.89
3,Dubai,27.74
3,Dubai,180.28
3,Dubai,22.92
3,Dubai,88.44
3,Dubai,75.2
3,Dubai,83.7
3,Dubai,108.4
3,Dubai,1042.85
3,Dubai,126.93
3,Dubai,88.48
3,Dubai,493.68
3,Dubai,33.92
3,Dubai,32.44
3,Dubai,8.74
3,Dubai,33.9
3,Dubai,13.66
3,Dubai,115.12
3,Dubai,242.75
3,Dubai,6.18
3,Dubai,212.68
3,Dubai,15.66
22,Sharjah,19.92
22,Sharjah,37.04
22,Sharjah,226.34
22,Sharjah,906.96
22,Sharjah,472.64
22,Sharjah,89.84
22,Sharjah,5.68
22,Sharjah,77.73
22,Sharjah,32.44
22,Sharjah,131.56
22,Sharjah,89.8
22,Sharjah,150.66
22,Sharjah,79.74
22,Sharjah,75.87
22,Sharjah,127.09
22,Sharjah,20.92
22,Sharjah,154.78
22,Sharjah,65.95
22,Sharjah,24.72
22,Sharjah,65.36
22,Sharjah,12.91
22,Sharjah,22.42
22,Sharjah,401.37
22,Sharjah,113.46
22,Sharjah,862.1
22,Sharjah,20.26
22,Sharjah,214.05
22,Sharjah,722.55
22,Sharjah,7.49
22,Sharjah,91.24
22,Sharjah,40.24
22,Sharjah,193.0
22,Sharjah,534.24
22,Sharjah,35.68
22,Sharjah,71.35
22,Sharjah,27.74
22,Sharjah,500.4
22,Sharjah,86.6
22,Sharjah,168.78
22,Sharjah,51.25
22,Sharjah,60.82
22,Sharjah,72.14
22,Sharjah,22.88
22,Sharjah,57.56
22,Sharjah,26.97
22,Sharjah,7.27
22,Sharjah,228.32
22,Sharjah,20.92
22,Sharjah,114.9
22,Sharjah,26.4
22,Sharjah,87.54
22,Sharjah,92.56
22,Sharjah,16.9
22,Sharjah,169.36
22,Sharjah,706.05
22,Sharjah,21.5
22,Sharjah,31.78
22,Sharjah,108.52
22,Sharjah,36.11
22,Sharjah,65.91
22,Sharjah,23.3
22,Sharjah,44.84
22,Sharjah,143.67
22,Sharjah,174.48
22,Sharjah,13.87
22,Sharjah,79.2
22,Sharjah,452.68
22,Sharjah,518.24
22,Sharjah,266.35
22,Sharjah,41.84
22,Sharjah,3.64
22,Sharjah,35.68
22,Sharjah,21.84
22,Sharjah,99.56
22,Sharjah,357.14
22,Sharjah,23.7
22,Sharjah,55.16
22,Sharjah,49.57
22,Sharjah,183.36
22,Sharjah,714.28
22,Sharjah,33.95
22,Sharjah,53.9
22,Sharjah,18.21
22,Sharjah,142.73
22,Sharjah,49.64
26,Dubai,177.55
26,Dubai,17.1
26,Dubai,78.25
26,Dubai,168.18
26,Dubai,53.27
26,Dubai,84.68
26,Dubai,182.28
26,Dubai,47.95
26,Dubai,104.34
26,Dubai,27.9
26,Dubai,14.46
26,Dubai,45.42
26,Dubai,43.23
26,Dubai,43.35
26,Dubai,91.68
26,Dubai,106.3
26,Dubai,20.59
26,Dubai,24.92
26,Dubai,83.68
26,Dubai,23.45
26,Dubai,59.88
26,Dubai,20.6
26,Dubai,321.06
26,Dubai,74.48
26,Dubai,22.28
26,Dubai,23.47
26,Dubai,178.57
26,Dubai,83.68
26,Dubai,9.63
26,Dubai,9.9
26,Dubai,21.12
26,Dubai,39.76
26,Dubai,79.74
26,Dubai,225.0
26,Dubai,491.16
26,Dubai,16.38
26,Dubai,310.74
26,Dubai,84.68
26,Dubai,45.76
26,Dubai,86.16
26,Dubai,689.67
26,Dubai,21.16
26,Dubai,25.91
26,Dubai,22.42
26,Dubai,18.56
26,Dubai,39.32
26,Dubai,151.28
26,Dubai,70.35
26,Dubai,6.83
26,Dubai,198.56
26,Dubai,16.38
26,Dubai,12.98
26,Dubai,19.36
26,Dubai,304.28
26,Dubai,22.32
26,Dubai,142.92
26,Dubai,82.86
26,Dubai,24.72
26,Dubai,23.7
26,Dubai,99.28
26,Dubai,20.12
26,Dubai,31.6
26,Dubai,278.08
26,Dubai,518.24
26,Dubai,112.76
26,Dubai,1204.25
26,Dubai,14.63
26,Dubai,32.76
26,Dubai,21.12
26,Dubai,13.66
26,Dubai,175.76
26,Dubai,59.88
26,Dubai,588.88
26,Dubai,33.65
26,Dubai,83.22
26,Dubai,36.07
26,Dubai,45.81
26,Dubai,89.8
26,Dubai,165.32
26,Dubai,83.34
26,Dubai,13.44
26,Dubai,321.44
26,Dubai,245.38
26,Dubai,55.16
26,Dubai,25.9
26,Dubai,179.73
26,Dubai,49.57
26,Dubai,44.73
26,Dubai,83.8
26,Dubai,49.5
26,Dubai,19.44
26,Dubai,176.7
26,Dubai,29.7
26,Dubai,22.42
26,Dubai,2.84
26,Dubai,17.7
26,Dubai,148.1
26,Dubai,37.68
29,Dubai,135.4
29,Dubai,321.54
29,Dubai,231.4
29,Dubai,215.76
29,Dubai,21.23
29,Dubai,11.46
29,Dubai,94.0
29,Dubai,9.82
29,Dubai,47.6
29,Dubai,21.12
29,Dubai,149.34
29,Dubai,76.78
29,Dubai,14.73
29,Dubai,68.94
29,Dubai,45.2
29,Dubai,40.24
29,Dubai,21.97
29,Dubai,55.16
29,Dubai,46.92
29,Dubai,108.33
29,Dubai,36.39
29,Dubai,60.88
29,Dubai,142.2
29,Dubai,45.96
29,Dubai,91.68
29,Dubai,133.93
29,Dubai,23.94
29,Dubai,115.17
29,Dubai,83.4
29,Dubai,43.24
29,Dubai,535.71
29,Dubai,14.98
29,Dubai,513.84
29,Dubai,71.5
29,Dubai,146.16
29,Dubai,99.68
29,Dubai,17.58
29,Dubai,90.95
29,Dubai,66.75
29,Dubai,23.7
29,Dubai,36.11
29,Dubai,34.95
29,Dubai,254.04
29,Dubai,23.7
29,Dubai,37.53
29,Dubai,94.88
29,Dubai,24.2
29,Dubai,76.6
29,Dubai,963.4
29,Dubai,143.67
29,Dubai,392.48
29,Dubai,25.7
29,Dubai,134.7
29,Dubai,49.02
29,Dubai,107.7
29,Dubai,114.24
29,Dubai,76.35
29,Dubai,46.14
29,Dubai,100.98
29,Dubai,49.57
29,Dubai,22.47
29,Dubai,77.99
29,Dubai,214.05
29,Dubai,72.4
29,Dubai,162.78
29,Dubai,9.47
29,Dubai,133.15
29,Dubai,65.52
29,Dubai,10.4
29,Dubai,181.9
29,Dubai,25.2
29,Dubai,11.65
29,Dubai,23.7
29,Dubai,163.58
29,Dubai,18.84
29,Dubai,13.73
29,Dubai,39.51
29,Dubai,17.5
29,Dubai,29.94
29,Dubai,472.64
29,Dubai,12.56
29,Dubai,165.48
29,Dubai,24.2
29,Dubai,250.02
29,Dubai,4.67
29,Dubai,54.82
29,Dubai,88.2
29,Dubai,86.76
29,Dubai,27.13
29,Dubai,180.28
29,Dubai,15.06
29,Dubai,69.39
29,Dubai,42.46
29,Dubai,49.57
29,Dubai,784.96
29,Dubai,40.76
31,Dubai,129.55
31,Dubai,144.44
31,Dubai,279.76
31,Dubai,58.19
31,Dubai,41.61
31,Dubai,42.3
31,Dubai,44.66
31,Dubai,236.32
31,Dubai,28.02
31,Dubai,268.44
31,Dubai,36.39
31,Dubai,36.07
31,Dubai,38.61
31,Dubai,13.88
31,Dubai,181.9
31,Dubai,18.84
31,Dubai,65.9
31,Dubai,134.52
31,Dubai,296.76
31,Dubai,81.7
31,Dubai,269.4
31,Dubai,211.86
31,Dubai,107.64
31,Dubai,78.12
31,Dubai,7.27
31,Dubai,141.0
31,Dubai,22.28
31,Dubai,14.1
31,Dubai,15.16
31,Dubai,72.14
31,Dubai,279.54
31,Dubai,126.4
31,Dubai,15.36
31,Dubai,327.16
31,Dubai,22.71
31,Dubai,214.05
31,Dubai,70.86
31,Dubai,125.76
31,Dubai,15.48
31,Dubai,37.46
31,Dubai,167.1
31,Dubai,29.7
31,Dubai,42.06
31,Dubai,457.26
31,Dubai,47.4
31,Dubai,115.44
31,Dubai,142.52
31,Dubai,355.66
31,Dubai,133.14
31,Dubai,14.46
31,Dubai,258.36
31,Dubai,8.36
31,Dubai,9.02
31,Dubai,39.85
31,Dubai,44.22
31,Dubai,120.38
31,Dubai,392.48
31,Dubai,428.19
31,Dubai,44.22
31,Dubai,42.19
31,Dubai,267.58
31,Dubai,60.82
31,Dubai,59.84
31,Dubai,21.16
31,Dubai,45.81
31,Dubai,104.34
31,Dubai,139.8
31,Dubai,482.16
31,Dubai,71.88
31,Dubai,13.88
31,Dubai,80.56
31,Dubai,20.43
31,Dubai,54.82
31,Dubai,39.32
31,Dubai,8.48
31,Dubai,238.0
31,Dubai,37.86
31,Dubai,390.6
31,Dubai,13.44
31,Dubai,23.47
31,Dubai,62.56
31,Dubai,156.24
31,Dubai,38.3
31,Dubai,42.24
31,Dubai,35.28
31,Dubai,23.7
31,Dubai,454.11
31,Dubai,3.64
31,Dubai,60.0
31,Dubai,179.73
31,Dubai,115.83
31,Dubai,34.08
31,Dubai,12.18
31,Dubai,272.85
31,Dubai,25.12
31,Dubai,142.73
32,Dubai,7.18
32,Dubai,51.82
32,Dubai,97.32
32,Dubai,735.9
32,Dubai,38.94
32,Dubai,54.16
32,Dubai,75.36
32,Dubai,127.52
32,Dubai,51.55
32,Dubai,127.98
32,Dubai,72.75
32,Dubai,199.12
32,Dubai,155.7
32,Dubai,63.69
32,Dubai,131.82
32,Dubai,68.7
32,Dubai,51.82
32,Dubai,188.01
32,Dubai,214.44
32,Dubai,49.84
32,Dubai,232.76
32,Dubai,5.87
32,Dubai,602.7
32,Dubai,106.15
32,Dubai,23.3
32,Dubai,90.95
32,Dubai,32.68
32,Dubai,24.72
32,Dubai,13.27
32,Dubai,115.83
32,Dubai,134.4
32,Dubai,17.1
32,Dubai,18.83
32,Dubai,42.52
32,Dubai,49.34
32,Dubai,5.12
32,Dubai,42.84
32,Dubai,736.14
32,Dubai,20.16
32,Dubai,34.96
32,Dubai,22.04
32,Dubai,183.0
32,Dubai,186.75
32,Dubai,38.6
32,Dubai,13.73
32,Dubai,46.12
32,Dubai,38.88
32,Dubai,17.84
32,Dubai,14.63
32,Dubai,29.18
32,Dubai,125.52
32,Dubai,35.16
32,Dubai,92.56
32,Dubai,106.32
32,Dubai,51.25
32,Dubai,38.67
32,Dubai,17.64
32,Dubai,203.55
32,Dubai,392.48
32,Dubai,127.08
32,Dubai,35.36
32,Dubai,9.86
32,Dubai,144.44
32,Dubai,172.35
32,Dubai,41.28
32,Dubai,89.82
32,Dubai,133.14
32,Dubai,63.36
32,Dubai,98.64
32,Dubai,47.4
32,Dubai,45.07
32,Dubai,40.86
32,Dubai,517.9
32,Dubai,240.85
32,Dubai,47.2
32,Dubai,19.64
32,Dubai,30.32
32,Dubai,21.96
32,Dubai,55.04
32,Dubai,76.7
34,Dubai,45.48
34,Dubai,556.16
34,Dubai,56.19
34,Dubai,17.1
34,Dubai,58.52
34,Dubai,28.89
34,Dubai,143.46
34,Dubai,21.96
34,Dubai,6.83
34,Dubai,285.27
34,Dubai,38.88
34,Dubai,480.15
34,Dubai,10.92
34,Dubai,24.92
34,Dubai,98.64
34,Dubai,55.16
34,Dubai,21.84
34,Dubai,68.16
34,Dubai,214.06
34,Dubai,714.78
34,Dubai,7.46
34,Dubai,30.12
34,Dubai,25.44
34,Dubai,47.3
34,Dubai,423.64
34,Dubai,10.4
34,Dubai,214.04
34,Dubai,51.12
34,Dubai,22.42
34,Dubai,22.41
34,Dubai,340.35
34,Dubai,172.68
34,Dubai,5.2
34,Dubai,21.54
34,Dubai,689.67
34,Dubai,15.64
34,Dubai,29.96
34,Dubai,64.9
34,Dubai,139.8
34,Dubai,31.6
34,Dubai,100.98
34,Dubai,82.92
34,Dubai,7.83
34,Dubai,40.76
34,Dubai,718.92
34,Dubai,190.18
34,Dubai,53.82
34,Dubai,29.26
34,Dubai,14.02
34,Dubai,79.2
34,Dubai,155.98
34,Dubai,143.64
34,Dubai,14.02
34,Dubai,12.1
34,Dubai,285.4
34,Dubai,152.84
34,Dubai,11.14
34,Dubai,20.92
34,Dubai,42.32
34,Dubai,61.32
34,Dubai,641.08
34,Dubai,246.7
34,Dubai,535.71
34,Dubai,26.4
34,Dubai,53.26
34,Dubai,152.42
34,Dubai,133.79
34,Dubai,132.45
34,Dubai,216.66
34,Dubai,19.8
34,Dubai,89.48
34,Dubai,41.61
34,Dubai,23.5
34,Dubai,234.36
34,Dubai,219.28
34,Dubai,118.02
34,Dubai,116.64
34,Dubai,356.16
34,Dubai,356.16
34,Dubai,63.2
34,Dubai,399.42
34,Dubai,13.74
34,Dubai,16.22
34,Dubai,12.62
34,Dubai,22.71
34,Dubai,229.89
34,Dubai,151.47
34,Dubai,55.48
34,Dubai,40.52
34,Dubai,963.4
34,Dubai,90.14
34,Dubai,40.86
34,Dubai,83.45
34,Dubai,27.52
34,Dubai,95.09
34,Dubai,45.18
34,Dubai,149.56
34,Dubai,240.76
34,Dubai,69.35
34,Dubai,53.82
34,Dubai,401.37
34,Dubai,185.12
34,Dubai,97.32
37,Dubai,299.2
37,Dubai,305.68
37,Dubai,219.7
37,Dubai,20.16
37,Dubai,30.4
37,Dubai,178.96
37,Dubai,457.26
37,Dubai,152.42
37,Dubai,108.21
37,Dubai,103.64
37,Dubai,58.19
37,Dubai,113.29
37,Dubai,60.88
37,Dubai,15.64
37,Dubai,115.12
37,Dubai,64.62
37,Dubai,25.12
37,Dubai,133.79
37,Dubai,21.26
37,Dubai,24.7
37,Dubai,87.5
37,Dubai,95.78
37,Dubai,29.18
37,Dubai,33.72
37,Dubai,77.99
37,Dubai,229.89
37,Dubai,10.16
37,Dubai,47.24
37,Dubai,29.7
37,Dubai,163.58
37,Dubai,184.26
37,Dubai,69.16
37,Dubai,97.26
37,Dubai,62.0
37,Dubai,139.12
37,Dubai,48.66
37,Dubai,35.36
37,Dubai,34.08
37,Dubai,113.46
37,Dubai,9.94
37,Dubai,107.76
37,Dubai,103.65
37,Dubai,57.85
37,Dubai,89.48
37,Dubai,58.32
37,Dubai,181.9
37,Dubai,17.94
37,Dubai,132.58
37,Dubai,132.45
37,Dubai,679.74
37,Dubai,83.68
37,Dubai,28.83
37,Dubai,245.38
37,Dubai,22.41
37,Dubai,44.1
37,Dubai,10.2
37,Dubai,13.87
37,Dubai,46.28
37,Dubai,268.44
37,Dubai,72.22
37,Dubai,190.4
37,Dubai,131.9
37,Dubai,535.71
37,Dubai,23.5
37,Dubai,14.98
37,Dubai,58.36
37,Dubai,44.9
37,Dubai,8.01
37,Dubai,40.68
37,Dubai,28.84
37,Dubai,21.84
37,Dubai,99.75
37,Dubai,148.71
37,Dubai,47.16
37,Dubai,374.6
37,Dubai,14.3
37,Dubai,115.12
37,Dubai,47.6
37,Dubai,18.54
37,Dubai,712.32
37,Dubai,232.2
37,Dubai,22.04
37,Dubai,155.4
37,Dubai,137.56
37,Dubai,179.2
37,Dubai,71.35
37,Dubai,67.7
37,Dubai,106.52
37,Dubai,24.92
39,Abu Dhabi,73.53
39,Abu Dhabi,18.27
39,Abu Dhabi,19.8
39,Abu Dhabi,106.68
39,Abu Dhabi,37.39
39,Abu Dhabi,105.6
39,Abu Dhabi,57.25
39,Abu Dhabi,95.78
39,Abu Dhabi,22.47
39,Abu Dhabi,68.13
39,Abu Dhabi,11.65
39,Abu Dhabi,20.38
39,Abu Dhabi,134.58
39,Abu Dhabi,29.58
39,Abu Dhabi,49.84
39,Abu Dhabi,57.78
39,Abu Dhabi,36.07
39,Abu Dhabi,493.68
39,Abu Dhabi,107.22
39,Abu Dhabi,131.82
39,Abu Dhabi,15.94
39,Abu Dhabi,55.8
39,Abu Dhabi,81.39
39,Abu Dhabi,67.44
39,Abu Dhabi,47.4
39,Abu Dhabi,268.44
39,Abu Dhabi,60.8
39,Abu Dhabi,31.84
39,Abu Dhabi,49.02
39,Abu Dhabi,142.7
39,Abu Dhabi,36.8
39,Abu Dhabi,107.22
39,Abu Dhabi,107.22
39,Abu Dhabi,282.42
39,Abu Dhabi,712.32
39,Abu Dhabi,46.94
39,Abu Dhabi,68.08
39,Abu Dhabi,46.6
39,Abu Dhabi,103.53
39,Abu Dhabi,534.24
39,Abu Dhabi,17.68
39,Abu Dhabi,31.14
39,Abu Dhabi,5.46
39,Abu Dhabi,20.74
39,Abu Dhabi,11.65
39,Abu Dhabi,244.65
39,Abu Dhabi,97.32
39,Abu Dhabi,109.8
39,Abu Dhabi,20.74
39,Abu Dhabi,34.78
39,Abu Dhabi,118.16
39,Abu Dhabi,392.48
39,Abu Dhabi,60.29
39,Abu Dhabi,270.96
39,Abu Dhabi,126.4
39,Abu Dhabi,13.76
39,Abu Dhabi,54.16
39,Abu Dhabi,9.56
39,Abu Dhabi,95.74
39,Abu Dhabi,496.92
39,Abu Dhabi,34.92
39,Abu Dhabi,44.82
39,Abu Dhabi,107.88
39,Abu Dhabi,133.79
39,Abu Dhabi,160.77
39,Abu Dhabi,5.68
39,Abu Dhabi,72.4
39,Abu Dhabi,99.14
39,Abu Dhabi,9.34
39,Abu Dhabi,452.68
39,Abu Dhabi,125.01
39,Abu Dhabi,243.28
39,Abu Dhabi,62.22
39,Abu Dhabi,129.76
39,Abu Dhabi,84.38
39,Abu Dhabi,14.02
39,Abu Dhabi,36.07
39,Abu Dhabi,44.66
39,Abu Dhabi,22.42
39,Abu Dhabi,79.45
39,Abu Dhabi,72.22
39,Abu Dhabi,91.5
39,Abu Dhabi,981.52
39,Abu Dhabi,19.45
39,Abu Dhabi,329.12
39,Abu Dhabi,102.32
39,Abu Dhabi,9.86
39,Abu Dhabi,110.2
39,Abu Dhabi,64.45
39,Abu Dhabi,20.7
39,Abu Dhabi,147.96
39,Abu Dhabi,8.4
39,Abu Dhabi,72.14
39,Abu Dhabi,32.86
39,Abu Dhabi,46.92
39,Abu Dhabi,46.44
39,Abu Dhabi,61.29
39,Abu Dhabi,177.83
39,Abu Dhabi,46.47
39,Abu Dhabi,87.5
39,Abu Dhabi,61.14
39,Abu Dhabi,883.1
39,Abu Dhabi,78.64
39,Abu Dhabi,89.32
39,Abu Dhabi,22.25
39,Abu Dhabi,8.4
42,Dubai,39.6
42,Dubai,643.08
42,Dubai,196.6
42,Dubai,32.86
42,Dubai,70.72
42,Dubai,121.88
42,Dubai,39.94
42,Dubai,13.44
42,Dubai,44.84
42,Dubai,363.8
42,Dubai,197.85
42,Dubai,30.24
42,Dubai,56.85
42,Dubai,17.84
42,Dubai,65.56
42,Dubai,185.76
42,Dubai,250.68
42,Dubai,50.24
42,Dubai,40.86
42,Dubai,273.72
42,Dubai,53.52
42,Dubai,17.58
42,Dubai,165.48
42,Dubai,41.84
42,Dubai,87.54
42,Dubai,77.73
42,Dubai,134.7
42,Dubai,14.46
42,Dubai,82.96
42,Dubai,145.65
42,Dubai,23.5
42,Dubai,215.28
42,Dubai,79.6
42,Dubai,215.5
42,Dubai,183.36
42,Dubai,92.52
42,Dubai,28.26
42,Dubai,238.26
42,Dubai,20.26
42,Dubai,120.38
42,Dubai,13.76
42,Dubai,29.58
42,Dubai,51.12
42,Dubai,25.12
42,Dubai,35.86
42,Dubai,215.1
42,Dubai,74.76
42,Dubai,126.4
42,Dubai,76.16
42,Dubai,94.8
42,Dubai,18.78
42,Dubai,84.1
42,Dubai,36.07
42,Dubai,21.97
42,Dubai,44.66
42,Dubai,17.21
42,Dubai,52.56
42,Dubai,103.53
42,Dubai,101.16
42,Dubai,68.64
42,Dubai,57.68
42,Dubai,5.7
42,Dubai,99.28
42,Dubai,75.64
42,Dubai,21.97
42,Dubai,23.94
42,Dubai,15.96
42,Dubai,16.96
42,Dubai,518.24
42,Dubai,21.81
42,Dubai,323.32
42,Dubai,356.16
42,Dubai,313.35
42,Dubai,29.88
42,Dubai,86.52
42,Dubai,18.3
42,Dubai,85.5
42,Dubai,149.34
42,Dubai,19.88
42,Dubai,17.58
42,Dubai,30.32
42,Dubai,16.43
42,Dubai,490.74
42,Dubai,22.68
42,Dubai,28.26
42,Dubai,31.6
42,Dubai,30.32
42,Dubai,61.11
42,Dubai,62.22
42,Dubai,63.69
42,Dubai,45.18
42,Dubai,42.0
42,Dubai,5.08
42,Dubai,2.61
42,Dubai,37.98
42,Dubai,33.52
42,Dubai,8.4
42,Dubai,305.68
42,Dubai,18.54
42,Dubai,20.8
42,Dubai,13.44
42,Dubai,79.36
42,Dubai,48.44
42,Dubai,98.67
42,Dubai,56.4
42,Dubai,490.76
42,Dubai,36.42
46,Abu Dhabi,21.97
46,Abu Dhabi,37.39
46,Abu Dhabi,454.88
46,Abu Dhabi,200.88
46,Abu Dhabi,25.24
46,Abu Dhabi,51.64
46,Abu Dhabi,63.2
46,Abu Dhabi,45.84
46,Abu Dhabi,9.9
46,Abu Dhabi,44.15
46,Abu Dhabi,175.76
46,Abu Dhabi,67.7
46,Abu Dhabi,75.87
46,Abu Dhabi,25.7
46,Abu Dhabi,161.82
46,Abu Dhabi,25.44
46,Abu Dhabi,2.56
46,Abu Dhabi,8.45
46,Abu Dhabi,25.37
46,Abu Dhabi,15.64
46,Abu Dhabi,45.07
46,Abu Dhabi,22.28
46,Abu Dhabi,240.85
46,Abu Dhabi,25.35
46,Abu Dhabi,149.52
46,Abu Dhabi,36.54
46,Abu Dhabi,219.28
46,Abu Dhabi,206.85
46,Abu Dhabi,9.94
46,Abu Dhabi,24.2
46,Abu Dhabi,86.52
46,Abu Dhabi,182.46
46,Abu Dhabi,344.84
46,Abu Dhabi,70.5
46,Abu Dhabi,480.15
46,Abu Dhabi,38.24
46,Abu Dhabi,44.9
46,Abu Dhabi,58.36
46,Abu Dhabi,37.39
46,Abu Dhabi,8.79
46,Abu Dhabi,74.46
46,Abu Dhabi,29.08
46,Abu Dhabi,455.34
46,Abu Dhabi,41.78
46,Abu Dhabi,110.28
46,Abu Dhabi,40.53
46,Abu Dhabi,81.48
46,Abu Dhabi,64.62
46,Abu Dhabi,113.29
46,Abu Dhabi,26.63
46,Abu Dhabi,72.14
46,Abu Dhabi,27.06
46,Abu Dhabi,16.34
46,Abu Dhabi,172.9
46,Abu Dhabi,658.24
46,Abu Dhabi,282.42
46,Abu Dhabi,45.42
46,Abu Dhabi,23.94
46,Abu Dhabi,36.39
46,Abu Dhabi,43.38
46,Abu Dhabi,55.23
46,Abu Dhabi,68.16
46,Abu Dhabi,19.8
46,Abu Dhabi,114.93
46,Abu Dhabi,198.87
46,Abu Dhabi,95.3
46,Abu Dhabi,122.28
46,Abu Dhabi,33.4
46,Abu Dhabi,47.88
46,Abu Dhabi,244.65
46,Abu Dhabi,722.55
46,Abu Dhabi,133.79
46,Abu Dhabi,47.0
46,Abu Dhabi,85.2
46,Abu Dhabi,482.31
46,Abu Dhabi,66.12
46,Abu Dhabi,535.16
46,Abu Dhabi,15.66
46,Abu Dhabi,27.1
46,Abu Dhabi,45.03
46,Abu Dhabi,40.98
46,Abu Dhabi,60.53
46,Abu Dhabi,43.89
46,Abu Dhabi,132.66
46,Abu Dhabi,43.89
46,Abu Dhabi,18.21
46,Abu Dhabi,22.41
