customer_id,total_spend
2927,13685.84
1074,13685.53
4371,13680.79
1223,13679.19
1883,13675.77
516,13660.91
2740,13660.44
4632,13655.06
4495,13649.05
1996,13649.03
2110,13633.66
1102,13632.03
4233,13628.61
3506,13614.02
2149,13612.5
2432,13609.04
2324,13608.39
2783,13600.97
2290,13598.03
4875,13587.66
3560,13586.61
1619,13586.34
870,13575.18
1748,13566.59
2277,13563.78
4263,13561.78
2975,13560.35
1545,13556.64
1914,13554.78
265,13552.24
1387,13534.32
3688,13533.95
4360,13529.61
1372,13522.45
3801,13522.14
2359,13519.67
2076,13507.27
1061,13503.27
1090,13497.74
4308,13494.97
2717,13494.23
1348,13494.13
2437,13492.54
2758,13487.41
1393,13480.81
2328,13479.64
807,13476.64
2832,13474.95
3362,13471.06
3614,13470.56
1692,13468.07
791,13464.25
1777,13462.68
3535,13459.42
1728,13456.08
2342,13456.0
405,13438.3
656,13432.88
492,13431.09
3407,13412.31
3864,13400.26
4942,13399.37
4212,13395.57
3331,13391.1
3288,13391.08
357,13389.74
2512,13378.23
1143,13372.29
4336,13370.28
2344,13369.58
681,13364.46
1982,13357.95
4911,13348.18
2030,13344.44
4398,13342.31
4572,13335.91
828,13333.93
1604,13332.47
3169,13332.45
1843,13331.41
1591,13330.96
878,13330.79
4959,13326.63
142,13322.15
2919,13317.82
590,13317.44
3294,13317.1
372,13303.7
1878,13302.9
1111,13301.81
2250,13300.6
4343,13295.83
2744,13290.7
1508,13289.86
3337,13289.55
4017,13281.79
1431,13280.23
1583,13270.35
2679,13264.86
3043,13258.21
2812,13258.16
4567,13257.99
506,13257.97
3636,13257.05
2900,13254.6
713,13247.62
366,13247.48
4731,13243.0
1481,13242.88
1957,13238.71
916,13232.61
2524,13232.43
245,13225.29
1477,13222.28
3698,13220.73
4450,13216.36
4945,13210.94
795,13204.61
227,13201.6
4472,13199.53
1093,13199.41
4513,13199.33
483,13193.2
2930,13193.06
1537,13181.44
4239,13181.07
2170,13177.98
1679,13172.0
1842,13168.85
4645,13159.62
4088,13154.91
707,13153.74
4783,13153.23
2252,13148.53
386,13146.05
3045,13142.91
838,13141.65
2439,13139.79
946,13138.11
4630,13137.22
1701,13136.44
4366,13135.43
1706,13135.05
4500,13131.9
4361,13116.53
3476,13115.48
340,13111.31
2774,13105.11
190,13104.22
3495,13101.78
2350,13095.05
601,13094.67
4811,13093.03
1812,13091.45
2386,13089.94
3554,13079.12
3209,13072.14
4657,13069.25
1865,13059.12
1457,13058.85
1902,13054.03
913,13052.23
1461,13052.06
1316,13049.32
751,13047.43
4380,13045.76
4215,13044.2
3402,13041.72
117,13040.27
4997,13037.56
757,13037.07
2318,13035.05
333,13019.93
2114,13017.83
3194,13014.47
2302,13009.55
1026,13005.81
3668,13003.4
4315,13002.86
3010,12991.82
3790,12989.93
1752,12989.66
2613,12985.91
3795,12982.39
4534,12981.47
53,12980.33
4117,12976.84
3825,12976.48
3524,12968.76
3381,12965.73
2268,12964.01
1616,12962.72
2899,12961.29
2351,12959.77
781,12953.54
3890,12951.32
2968,12950.98
4103,12949.43
3439,12949.17
2084,12946.96
4808,12943.72
3883,12940.7
3717,12936.04
511,12935.54
3579,12934.28
3426,12932.82
2174,12929.88
4586,12928.91
2137,12924.23
3293,12915.41
4086,12913.0
319,12912.7
4418,12911.64
1835,12910.26
3393,12909.38
768,12908.61
3853,12905.93
2036,12902.51
2609,12896.74
464,12894.32
4784,12890.93
1195,12890.35
2317,12890.23
3077,12889.79
890,12885.93
130,12884.96
4994,12881.83
978,12877.79
3879,12873.64
2288,12872.88
2438,12870.06
4796,12867.69
2849,12863.89
2951,12859.6
1700,12859.47
1682,12858.46
4568,12854.92
2451,12854.76
1426,12846.7
3336,12846.14
552,12835.18
2163,12828.76
359,12827.78
942,12822.85
3566,12818.68
1177,12818.54
2727,12814.25
3760,12813.92
134,12794.7
3164,12794.69
4557,12793.08
1039,12791.99
4313,12786.19
784,12785.98
809,12785.86
3541,12780.46
3981,12778.83
4850,12777.93
3820,12773.13
4321,12772.23
3187,12771.38
2925,12771.36
3458,12769.29
2064,12766.91
4675,12766.8
3253,12766.55
4867,12760.06
4022,12754.2
1968,12752.49
2218,12750.38
1862,12749.43
2869,12747.42
2254,12746.37
1714,12745.58
4864,12742.72
3830,12739.98
1273,12738.93
4562,12736.1
3083,12734.5
4685,12734.24
4952,12732.54
3100,12732.26
4669,12730.89
766,12727.56
1276,12724.23
856,12721.83
85,12721.62
1349,12715.36
3984,12715.34
3568,12713.91
2349,12713.22
4847,12709.64
3,12708.43
1775,12702.59
2129,12700.98
2809,12700.71
2796,12697.74
2190,12695.3
124,12694.03
665,12693.83
3310,12693.31
4577,12690.37
4211,12689.53
2068,12687.0
738,12685.37
1626,12684.95
3035,12684.71
3956,12684.33
3640,12684.18
2986,12677.36
1936,12675.39
4136,12672.42
4813,12672.42
20,12671.04
632,12664.82
4467,12662.73
2445,12660.38
3387,12658.74
1071,12654.82
1056,12654.34
3252,12653.23
3515,12653.17
4152,12652.47
3489,12643.29
437,12639.64
3594,12637.14
364,12636.41
4643,12633.89
3156,12630.09
1633,12627.01
652,12622.44
4893,12621.99
4039,12620.47
470,12619.93
3016,12615.4
1493,12612.45
4019,12612.27
4798,12611.89
4668,12610.84
4824,12607.86
1485,12604.86
4082,12604.21
4735,12602.29
2380,12602.16
808,12601.36
3419,12588.16
4181,12587.4
2792,12585.57
4839,12584.81
3860,12582.27
3170,12582.04
3513,12581.57
3799,12579.2
2939,12578.19
1548,12577.1
4067,12574.81
571,12569.29
3189,12566.28
2069,12563.54
927,12563.21
1309,12560.67
3037,12554.26
410,12549.21
4335,12548.75
1411,12545.36
4922,12541.6
4530,12541.36
3446,12540.48
2272,12531.56
3364,12529.74
3817,12529.61
4506,12529.51
3051,12527.05
2059,12525.86
2934,12523.87
2965,12521.59
315,12520.64
1314,12517.12
1248,12512.43
1007,12509.24
3007,12508.37
672,12505.5
4433,12498.75
2199,12497.93
1049,12497.44
475,12491.13
2518,12491.04
2982,12489.82
2037,12489.64
899,12486.84
764,12479.91
1655,12478.31
682,12475.39
3585,12473.85
4624,12471.91
67,12471.52
4175,12471.04
1317,12467.21
1564,12466.46
240,12464.24
545,12460.11
922,12458.77
1305,12456.07
3412,12455.89
3485,12455.72
3306,12454.34
444,12453.82
1503,12453.82
660,12453.75
550,12449.76
3733,12448.43
58,12447.96
1291,12441.57
932,12439.71
3071,12435.65
1845,12433.17
2056,12431.11
1941,12427.02
2385,12426.7
3602,12424.92
3978,12423.24
260,12423.02
1815,12421.89
4826,12421.76
2244,12420.7
970,12420.33
3780,12420.1
3979,12419.74
733,12417.93
4036,12410.86
3784,12407.1
3263,12406.19
1550,12406.06
1496,12404.87
1589,12400.61
3413,12399.0
2279,12396.02
568,12393.99
4488,12393.89
1964,12389.33
502,12389.13
3744,12388.56
2659,12385.96
1450,12384.63
1822,12383.6
2534,12382.32
4860,12381.84
86,12376.51
1611,12375.4
2521,12372.65
3211,12372.23
2164,12369.02
1631,12366.25
2052,12364.07
3073,12363.97
2730,12363.08
2226,12362.55
2088,12361.0
3467,12357.03
667,12355.65
3165,12353.7
1172,12352.69
1840,12352.18
157,12347.99
4950,12347.6
4871,12346.88
952,12344.86
3464,12344.85
4704,12344.74
2300,12342.4
604,12342.33
4819,12334.39
2222,12334.04
782,12333.51
647,12332.38
3520,12331.31
2123,12329.97
1315,12329.31
915,12327.18
4910,12325.84
3144,12319.51
308,12317.69
4762,12315.68
1786,12312.91
3416,12312.37
4487,12311.6
2303,12310.56
3656,12308.39
1991,12307.9
2843,12307.08
822,12305.75
2813,12302.58
3706,12299.47
805,12297.83
3563,12294.42
38,12290.42
3809,12289.54
1389,12289.42
4252,12287.41
2983,12284.47
1156,12282.01
4112,12278.42
1432,12278.12
1297,12274.78
2346,12274.77
2842,12274.54
4877,12274.36
1218,12270.31
4280,12270.23
3555,12260.1
1784,12259.05
4440,12259.0
798,12258.74
1099,12255.81
2160,12255.07
84,12254.28
1130,12252.41
4986,12251.86
2393,12250.23
14,12247.78
472,12246.23
971,12238.75
3786,12237.2
242,12232.04
1586,12231.8
3228,12229.46
3015,12228.44
3791,12228.12
2860,12227.14
1940,12224.52
4758,12223.99
2113,12223.16
2584,12222.67
4114,12222.64
2714,12220.42
1375,12218.19
4382,12216.8
2340,12216.0
2638,12214.04
4584,12212.82
4350,12209.81
2390,12205.16
2953,12204.34
1250,12197.99
2987,12193.83
1951,12192.14
3870,12191.73
4496,12190.66
3473,12188.72
4803,12188.08
2759,12187.91
2152,12186.79
3225,12186.28
4287,12186.06
2248,12184.61
1890,12184.37
974,12182.57
2225,12182.19
247,12180.61
779,12177.97
1893,12177.57
3042,12176.7
2992,12174.11
4504,12173.82
4649,12171.27
1641,12170.25
1817,12169.71
445,12167.13
606,12166.93
4991,12166.71
4774,12166.69
706,12160.05
3650,12159.01
2011,12158.57
2156,12158.29
1226,12156.35
2134,12154.8
487,12153.57
466,12148.24
4694,12143.65
2235,12139.66
206,12136.17
675,12135.44
2315,12134.49
3145,12133.72
1311,12132.24
4444,12129.81
2967,12129.66
3587,12129.61
1408,12127.94
921,12125.0
2911,12123.79
2341,12123.32
965,12122.24
727,12120.72
425,12118.37
2938,12116.74
1489,12116.62
442,12114.55
4288,12114.05
2887,12113.24
3265,12108.3
262,12104.7
3603,12101.23
2099,12101.11
2652,12100.21
1699,12099.67
1134,12098.9
2027,12097.91
735,12095.65
4293,12094.55
3844,12094.43
2800,12094.42
2292,12093.9
1832,12092.21
3234,12092.13
1425,12091.36
4021,12089.34
1201,12089.02
633,12088.23
1261,12085.98
4376,12081.62
1635,12080.7
2650,12079.16
1933,12077.7
3752,12077.68
2473,12077.09
1183,12076.97
3363,12075.59
2269,12075.58
1275,12075.48
3235,12073.45
3483,12072.67
3206,12071.26
1573,12069.66
3715,12069.65
1955,12068.96
4265,12068.94
3701,12068.85
4667,12068.67
2844,12068.42
4626,12065.24
2246,12064.82
1576,12063.52
4057,12061.11
2374,12058.6
3019,12056.42
2275,12054.99
4639,12054.05
876,12050.19
4956,12048.55
4536,12048.28
3836,12046.36
4367,12046.31
2434,12046.3
2408,12045.36
4421,12042.61
1293,12042.51
2734,12038.98
458,12038.05
2806,12036.2
2594,12031.96
2251,12029.62
4897,12025.31
4270,12024.85
4589,12024.81
1791,12023.3
4929,12022.89
1961,12020.52
324,12019.66
850,12019.23
3053,12018.68
1300,12014.62
3980,12014.04
2014,12013.94
1675,12013.55
1465,12012.79
515,12011.0
2444,12010.98
1266,12008.08
1184,12007.8
1210,12007.68
389,12005.89
2781,12005.03
1334,12001.83
831,11999.76
4224,11999.76
4130,11999.15
1257,11998.3
1763,11997.5
3275,11997.32
1958,11995.33
4525,11994.1
2065,11993.63
1246,11993.34
4760,11991.74
1295,11991.31
137,11988.9
4745,11987.09
2072,11984.28
1076,11984.08
3682,11982.81
4511,11981.32
1572,11981.29
1233,11974.28
68,11968.46
1906,11966.05
4917,11965.82
3793,11963.84
4521,11962.28
4047,11961.73
486,11961.26
3863,11960.93
1643,11959.28
2628,11957.39
2711,11956.43
4529,11955.2
711,11953.73
4055,11952.66
129,11952.49
903,11951.23
2667,11949.41
4954,11948.82
4593,11943.15
4599,11938.54
3013,11935.6
4013,11933.34
2028,11933.11
1578,11929.89
3493,11929.73
4891,11929.32
888,11927.55
2016,11927.25
2820,11923.76
1882,11923.0
4098,11919.22
772,11918.66
786,11916.83
1525,11916.26
3216,11914.7
2949,11913.51
4537,11913.17
2127,11910.26
4041,11909.91
3127,11909.65
4713,11906.38
1765,11905.73
4629,11905.07
3995,11904.43
310,11903.56
4437,11897.66
4538,11897.16
426,11892.39
1440,11891.78
1502,11889.62
2682,11888.98
3017,11886.0
2157,11885.78
4640,11885.75
4904,11884.8
1225,11883.6
4836,11881.68
3086,11881.55
495,11878.0
962,11876.62
897,11875.97
4176,11875.6
926,11874.4
4081,11873.05
2228,11869.78
4201,11869.33
1696,11869.01
3942,11868.02
3341,11865.03
3655,11865.01
474,11864.79
1654,11861.63
4995,11857.7
3221,11855.96
296,11855.28
1773,11855.18
1490,11854.89
2892,11851.92
4231,11850.43
2446,11844.55
3673,11843.18
233,11841.52
894,11839.96
2642,11839.63
677,11837.65
4979,11836.47
3057,11835.69
1715,11833.41
2508,11833.05
2096,11832.09
2262,11831.97
419,11831.68
574,11830.88
302,11827.47
2737,11827.4
3905,11826.63
4179,11826.49
4801,11825.31
1780,11825.02
2057,11824.92
2962,11824.8
143,11823.95
3546,11822.95
1447,11822.73
3764,11822.54
621,11822.34
4106,11821.79
433,11821.72
2394,11820.85
3849,11819.11
2662,11816.34
3257,11815.26
3090,11814.9
1935,11814.13
3492,11812.78
1721,11811.79
4848,11810.72
3197,11803.5
1132,11800.63
336,11799.74
2042,11798.25
55,11797.97
2135,11797.37
3451,11791.86
286,11790.68
3896,11790.58
39,11788.57
1969,11787.63
1847,11785.62
4340,11785.39
3986,11784.7
4323,11783.12
375,11776.84
2523,11775.52
365,11775.24
3854,11773.13
2188,11772.1
1712,11770.27
203,11766.01
344,11763.59
4677,11761.74
1284,11759.55
4228,11758.72
694,11757.24
252,11755.35
1569,11753.55
118,11752.42
94,11750.32
4425,11749.48
4238,11749.35
787,11746.3
1403,11744.93
4497,11744.53
1320,11741.81
3987,11741.53
862,11735.46
3925,11734.67
380,11733.28
4458,11730.06
3909,11729.03
3926,11728.39
3803,11728.03
396,11727.79
2038,11727.01
748,11725.44
4851,11723.5
1683,11723.3
3487,11722.52
1595,11722.08
615,11720.53
2400,11720.07
4756,11720.06
2952,11714.41
3871,11712.22
3396,11711.94
4988,11711.81
4267,11710.47
2692,11710.29
3175,11708.7
1993,11707.73
2979,11707.22
2316,11705.09
4249,11704.76
3392,11704.27
219,11703.56
87,11702.5
156,11701.47
185,11700.58
423,11700.03
353,11699.83
1520,11697.97
4432,11697.91
3148,11697.87
15,11697.82
218,11694.47
2649,11691.41
3611,11691.05
1997,11690.94
3355,11687.75
3783,11687.46
3498,11687.03
2238,11685.49
3091,11684.98
3296,11684.47
2205,11678.83
2363,11677.92
3038,11677.7
843,11677.5
489,11674.36
3200,11674.16
3707,11673.32
1766,11670.69
3453,11669.39
1727,11667.49
2121,11665.92
4070,11665.34
3395,11664.55
2347,11659.99
199,11659.15
3738,11657.58
3436,11656.53
4191,11656.01
3411,11654.47
1746,11653.01
3246,11652.47
4006,11651.9
1352,11649.86
3806,11648.34
629,11648.29
3989,11647.34
454,11646.55
1449,11644.58
2673,11643.96
3004,11643.53
1500,11643.12
2569,11642.17
939,11641.92
2677,11641.2
1753,11639.9
22,11638.9
1652,11638.83
4011,11638.13
688,11638.04
288,11637.91
1540,11637.9
1251,11637.49
1170,11636.23
421,11635.69
3163,11634.18
2670,11633.95
800,11632.5
4539,11631.37
2410,11631.07
3342,11627.09
1734,11625.77
4720,11624.04
2128,11623.26
1761,11623.21
3819,11623.16
648,11621.69
4268,11617.96
4547,11617.85
2103,11617.09
1866,11615.72
3491,11614.32
4886,11614.14
3557,11613.72
4479,11612.58
4460,11611.72
3792,11610.95
2688,11610.77
2485,11610.59
3162,11610.18
1743,11609.25
2209,11608.39
12,11608.24
2905,11607.61
852,11606.99
4368,11606.21
1247,11603.54
4865,11596.96
1507,11595.94
588,11595.35
1406,11593.05
3749,11588.69
3930,11587.8
2582,11587.7
3961,11586.8
1206,11585.56
334,11585.02
2242,11584.08
1365,11583.45
3465,11582.52
4928,11581.77
25,11578.11
4594,11577.98
4721,11577.33
988,11577.03
3139,11576.77
2775,11576.6
1054,11574.44
1377,11573.99
1581,11573.83
1163,11573.23
1434,11572.22
3997,11570.29
3461,11570.26
3488,11569.33
166,11567.64
4296,11566.66
1809,11566.25
54,11565.94
1385,11564.53
1292,11564.27
527,11564.2
841,11563.8
2805,11562.25
1193,11561.32
801,11559.98
3210,11558.45
1779,11557.32
3442,11554.43
1044,11553.86
2815,11553.85
3644,11553.34
2477,11549.58
651,11548.73
3391,11547.51
1695,11543.62
4660,11542.09
1364,11540.63
2898,11536.38
3432,11530.47
381,11529.31
1308,11528.49
4341,11527.27
4483,11526.33
4895,11524.06
2903,11523.88
2407,11522.76
4412,11521.82
4247,11520.18
2592,11519.88
2043,11517.47
1131,11516.3
284,11514.21
618,11513.68
2868,11512.8
3445,11512.71
624,11512.47
1687,11512.08
820,11511.77
231,11511.42
201,11505.49
2989,11504.88
650,11502.71
4816,11502.65
3959,11502.57
2039,11502.26
1475,11501.23
1522,11498.98
3617,11498.92
2194,11498.84
3774,11498.32
2755,11496.3
2614,11494.8
949,11493.72
3028,11490.54
1664,11489.29
1690,11488.91
2797,11488.82
2266,11487.72
3662,11487.19
4375,11486.98
3390,11485.56
2054,11482.82
2122,11482.67
3772,11482.34
3346,11480.22
968,11478.99
1921,11478.99
2182,11478.84
1329,11478.33
4553,11477.87
4858,11475.5
223,11475.35
436,11474.29
1985,11472.92
1639,11471.94
1594,11469.99
3353,11469.84
1027,11469.65
1459,11469.5
2361,11469.4
2575,11468.78
3593,11467.41
200,11467.34
1986,11466.57
1829,11465.92
4518,11463.96
352,11463.3
401,11461.31
3340,11460.48
370,11460.35
2086,11459.46
3081,11459.41
92,11455.5
3110,11454.9
684,11453.27
3514,11453.13
1848,11452.58
4148,11451.61
2487,11449.93
2691,11447.5
4740,11447.26
241,11445.52
2621,11442.32
4410,11442.09
2902,11440.95
2240,11440.5
3303,11438.58
1031,11437.85
362,11436.61
1694,11432.32
236,11431.19
4043,11431.0
4946,11430.15
3114,11429.38
811,11427.75
3999,11427.19
3107,11426.91
239,11420.45
872,11419.67
2520,11418.73
3512,11416.08
802,11415.71
2824,11414.17
3840,11413.64
799,11413.5
4177,11412.32
769,11411.11
2469,11410.79
2348,11410.11
1536,11407.06
4647,11406.1
4352,11405.99
4282,11404.83
3704,11404.34
2173,11403.98
152,11403.21
2973,11401.58
4703,11398.5
4492,11397.73
1214,11394.2
2000,11392.45
4110,11392.05
4576,11391.97
984,11390.04
268,11389.96
2552,11389.06
2808,11388.29
1341,11387.56
3371,11387.41
4187,11387.26
3623,11387.18
83,11386.85
3066,11385.73
4213,11385.43
4637,11385.42
74,11385.33
4168,11385.12
1531,11384.66
4960,11384.51
3155,11383.9
1000,11382.27
679,11381.88
859,11381.1
3118,11380.94
3002,11380.23
731,11378.43
4167,11377.45
4757,11376.95
4508,11376.51
3920,11375.43
2470,11374.62
4431,11374.1
1002,11371.23
2007,11369.52
3421,11367.93
3283,11367.9
342,11367.63
4065,11366.89
4876,11365.36
1453,11364.81
3735,11363.11
4854,11361.91
127,11361.86
2664,11359.59
955,11356.15
2018,11356.14
969,11355.32
3480,11353.75
2208,11352.37
3324,11351.71
2825,11350.63
1282,11348.99
758,11348.72
4244,11347.65
4030,11347.45
1975,11344.67
661,11344.24
3778,11344.12
3134,11343.47
1369,11342.68
2579,11340.98
4736,11340.12
3056,11339.2
2708,11338.29
4373,11332.41
3292,11330.5
2462,11329.36
4462,11328.52
3202,11327.69
2081,11326.96
3321,11326.22
4122,11325.02
1960,11323.85
279,11322.67
2409,11321.5
2762,11321.19
1363,11320.16
4977,11320.03
2918,11318.66
1287,11317.68
4188,11316.75
169,11316.61
2283,11315.11
3711,11314.44
880,11314.13
854,11313.48
4009,11313.0
1357,11312.93
60,11312.71
3420,11311.47
4924,11311.16
1421,11308.2
1830,11307.63
1602,11307.19
3181,11305.53
2570,11304.98
4944,11304.1
4277,11302.58
1198,11302.06
2479,11301.14
599,11300.05
1353,11294.79
2610,11294.64
2874,11294.21
463,11293.56
4916,11291.92
1534,11290.85
2793,11290.05
1716,11289.06
649,11288.66
2424,11288.01
51,11287.96
644,11284.37
4778,11283.45
47,11282.56
1850,11282.35
4283,11280.83
1062,11279.1
3816,11278.87
1628,11278.04
2840,11276.57
1301,11276.42
2397,11276.0
2846,11274.68
4038,11274.64
1213,11274.21
1077,11271.39
994,11270.18
2061,11269.75
4392,11267.56
1553,11267.27
835,11266.28
3026,11264.32
354,11262.12
535,11261.18
3598,11258.61
1474,11257.65
3247,11253.92
1368,11253.88
3327,11252.24
3788,11251.41
1729,11250.62
3642,11249.96
507,11249.16
3343,11248.62
3712,11247.35
3645,11246.13
1197,11244.85
4329,11242.62
271,11241.86
2176,11241.25
3968,11240.14
1560,11237.65
3699,11232.42
2551,11232.26
3215,11232.07
4791,11231.57
4887,11230.82
306,11228.85
481,11226.23
4304,11225.74
4415,11225.58
4448,11224.95
2573,11224.08
911,11221.93
1452,11217.38
666,11214.92
1230,11212.48
40,11212.45
2595,11212.29
4913,11211.67
2212,11211.25
1660,11210.77
4100,11209.34
1095,11207.46
276,11207.29
4827,11204.14
4146,11203.77
3462,11203.26
468,11202.7
1703,11202.6
2838,11202.28
1984,11201.12
4446,11200.35
4411,11199.72
4320,11199.62
1711,11199.33
3767,11199.15
4461,11198.29
1894,11197.95
4648,11197.74
3365,11197.46
567,11197.29
1405,11197.14
350,11196.99
17,11196.94
1285,11196.58
3965,11195.66
2079,11194.9
2830,11194.56
508,11189.99
295,11189.95
3918,11188.7
1078,11188.08
4111,11187.97
2483,11186.32
3266,11185.32
2603,11184.49
3044,11183.18
4305,11179.86
4983,11179.08
1066,11177.78
1518,11177.15
1478,11176.27
1148,11176.1
2622,11175.67
4454,11171.87
2839,11169.13
4240,11169.12
3723,11168.32
3583,11166.6
1542,11165.6
812,11164.47
5000,11160.67
542,11159.72
504,11159.62
3572,11159.45
3527,11159.29
2177,11157.5
3003,11157.14
1298,11156.06
377,11155.6
230,11155.39
3119,11154.92
4868,11154.61
2630,11154.02
2143,11153.86
1599,11152.96
1718,11152.44
639,11151.58
4782,11149.44
1245,11146.79
2314,11146.28
3330,11146.23
3089,11145.77
2180,11145.46
147,11144.3
3725,11142.77
1938,11138.41
3383,11137.83
2465,11135.57
70,11134.79
972,11133.38
4395,11132.99
611,11130.02
4294,11129.58
2798,11127.84
4655,11127.34
1750,11126.73
858,11125.15
4456,11124.44
214,11124.29
3988,11123.81
1468,11123.58
3295,11122.19
2624,11121.91
2791,11121.89
2598,11120.92
827,11119.6
2980,11119.2
75,11119.17
409,11117.77
549,11116.61
2856,11115.65
3839,11114.54
3289,11114.48
4273,11113.44
1853,11112.73
3664,11111.93
2877,11111.61
3911,11111.41
3478,11111.29
3696,11109.96
2823,11109.87
4016,11108.48
3456,11107.43
4651,11107.05
4692,11106.18
4480,11105.31
2684,11104.48
4193,11103.6
3400,11102.6
734,11101.28
4229,11100.66
4302,11099.59
3183,11099.27
941,11098.28
1380,11096.01
4318,11095.74
1813,11095.73
1677,11094.95
4197,11093.77
2516,11093.76
4124,11093.09
136,11091.8
257,11091.79
108,11090.67
351,11086.4
3052,11086.09
634,11085.92
3885,11085.26
944,11085.05
3578,11081.44
4050,11078.68
1239,11078.39
1494,11078.25
669,11077.51
4333,11076.03
1208,11074.9
3102,11073.18
892,11072.78
1926,11071.15
2221,11069.32
238,11069.03
2731,11069.02
2306,11068.0
1498,11067.73
4102,11067.3
1757,11064.38
2141,11064.38
496,11064.15
300,11063.61
3616,11063.16
3921,11061.98
712,11060.86
1100,11059.18
4698,11057.3
4438,11056.15
4174,11054.99
2906,11054.57
1012,11054.27
4416,11054.19
1398,11052.01
503,11051.61
3140,11050.79
2910,11050.58
2345,11050.52
2576,11049.76
1551,11048.74
105,11048.13
4085,11046.73
3666,11046.06
1265,11045.95
3943,11045.5
1912,11044.28
3553,11044.1
2120,11037.75
1154,11036.31
3716,11036.13
2819,11035.67
728,11034.74
4786,11032.46
3936,11032.45
1394,11032.36
1900,11022.65
4490,11021.83
4180,11021.12
1003,11020.73
4235,11020.1
1057,11019.61
3452,11019.14
195,11018.18
2914,11017.85
2309,11017.62
612,11017.34
1142,11016.96
1358,11015.3
462,11015.2
1319,11014.25
1437,11014.03
2880,11010.17
3823,11009.71
104,11008.83
2239,11008.66
4075,11008.34
3318,11006.03
3565,11005.98
4638,11005.85
98,11005.68
123,11005.48
191,11004.44
235,11003.74
2729,11003.15
4046,11002.33
63,11000.67
2265,10998.29
3633,10995.59
990,10995.56
2089,10995.18
4612,10994.61
2186,10993.71
3376,10993.6
2921,10990.36
1877,10989.83
2413,10989.03
213,10988.98
4981,10988.84
617,10986.94
2319,10985.15
991,10983.39
1192,10982.67
3874,10982.6
1033,10982.42
3758,10980.83
3244,10978.74
3588,10977.45
1539,10975.98
1112,10973.64
4597,10972.63
961,10972.34
363,10969.73
402,10969.16
3273,10967.01
4828,10966.92
3900,10966.08
3179,10965.01
2538,10964.62
1954,10963.02
4973,10962.84
2416,10962.02
4243,10961.78
4509,10961.51
4236,10961.33
2999,10961.18
533,10961.01
2200,10960.81
1086,10959.58
447,10959.17
27,10957.03
1263,10956.76
1253,10956.72
4310,10955.29
