sku_id,sku_name,month,current_month_revenue,previous_month_revenue,revenue_change
1149,Electronics_Chargers_1149,2025-09,7768.5,24892.04,-17123.54
1078,Electronics_Cables_1078,2022-09,17973.0,34878.74,-16905.74
1072,Electronics_Chargers_1072,2025-02,34966.33,51858.93,-16892.6
1019,Electronics_Cables_1019,2021-09,17584.38,34261.6,-16677.22
1019,Electronics_Cables_1019,2023-03,17728.5,34364.11,-16635.61
1183,Electronics_Batteries_1183,2022-03,12308.68,28379.9,-16071.22
1001,Electronics_Chargers_1001,2021-03,16456.0,32488.26,-16032.26
1035,Electronics_Batteries_1035,2022-03,20366.54,36393.45,-16026.91
1151,Electronics_Cables_1151,2025-09,10419.29,26401.14,-15981.85
1150,Electronics_Batteries_1150,2021-09,8387.82,24282.43,-15894.61
1174,Electronics_Mobile Accessories_1174,2025-04,15399.97,31154.35,-15754.38
1037,Electronics_Cables_1037,2024-09,17321.29,32890.54,-15569.25
1153,Electronics_Batteries_1153,2021-06,15589.84,31132.34,-15542.5
1035,Electronics_Batteries_1035,2025-04,20236.5,35631.99,-15395.49
1159,Electronics_Batteries_1159,2022-09,14424.48,29810.34,-15385.86
1037,Electronics_Cables_1037,2022-03,12321.33,27656.3,-15334.97
1035,Electronics_Batteries_1035,2025-03,35631.99,50966.3,-15334.31
1174,Electronics_Mobile Accessories_1174,2022-02,33824.58,49043.37,-15218.79
1072,Electronics_Chargers_1072,2025-09,22158.18,37373.08,-15214.9
1164,Electronics_Cables_1164,2021-09,15895.44,31082.88,-15187.44
1001,Electronics_Chargers_1001,2024-09,10531.84,25618.24,-15086.4
1065,Electronics_Chargers_1065,2022-03,14759.89,29808.47,-15048.58
1150,Electronics_Batteries_1150,2022-09,9186.66,24233.25,-15046.59
1019,Electronics_Cables_1019,2023-05,19914.84,34918.9,-15004.06
1078,Electronics_Cables_1078,2023-02,31378.12,46338.82,-14960.7
1151,Electronics_Cables_1151,2022-02,15468.56,30401.79,-14933.23
1045,Electronics_Cables_1045,2024-02,19710.93,34625.21,-14914.28
1072,Electronics_Chargers_1072,2023-09,16678.2,31574.36,-14896.16
1172,Electronics_Chargers_1172,2025-09,4991.8,19875.9,-14884.1
1159,Electronics_Batteries_1159,2024-09,13534.08,28321.69,-14787.61
1150,Electronics_Batteries_1150,2022-03,7455.84,22233.84,-14778.0
1173,Electronics_Batteries_1173,2022-03,10796.28,25558.94,-14762.66
1078,Electronics_Cables_1078,2023-03,16642.95,31378.12,-14735.17
1001,Electronics_Chargers_1001,2024-03,22878.26,37500.06,-14621.8
1065,Electronics_Chargers_1065,2021-06,16004.7,30499.48,-14494.78
1072,Electronics_Chargers_1072,2024-09,19060.8,33537.13,-14476.33
1001,Electronics_Chargers_1001,2025-09,14316.72,28749.95,-14433.23
1199,Electronics_Cables_1199,2023-03,18519.89,32906.76,-14386.87
1173,Electronics_Batteries_1173,2024-03,18796.78,33175.36,-14378.58
1183,Electronics_Batteries_1183,2023-09,8696.35,23054.51,-14358.16
1183,Electronics_Batteries_1183,2023-03,14315.49,28621.51,-14306.02
1199,Electronics_Cables_1199,2023-02,32906.76,47163.55,-14256.79
1150,Electronics_Batteries_1150,2025-04,7317.38,21564.9,-14247.52
1129,Electronics_Chargers_1129,2022-09,12838.56,27068.36,-14229.8
1107,Electronics_Mobile Accessories_1107,2023-05,18006.24,32098.51,-14092.27
1129,Electronics_Chargers_1129,2025-09,13449.92,27441.38,-13991.46
1049,Electronics_Batteries_1049,2021-03,9925.44,23913.14,-13987.7
1049,Electronics_Batteries_1049,2024-03,10833.72,24772.39,-13938.67
1183,Electronics_Batteries_1183,2021-06,13512.79,27433.14,-13920.35
1096,Electronics_Mobile Accessories_1096,2021-03,8270.17,22166.54,-13896.37
1065,Electronics_Chargers_1065,2024-02,26641.16,40423.46,-13782.3
1183,Electronics_Batteries_1183,2025-09,9365.3,23102.74,-13737.44
1035,Electronics_Batteries_1035,2023-06,23075.5,36807.0,-13731.5
1107,Electronics_Mobile Accessories_1107,2024-03,19626.1,33329.15,-13703.05
1001,Electronics_Chargers_1001,2021-09,10860.96,24456.54,-13595.58
1159,Electronics_Batteries_1159,2023-03,13754.77,27301.18,-13546.41
1098,Electronics_Mobile Accessories_1098,2021-03,8696.52,22223.42,-13526.9
1107,Electronics_Mobile Accessories_1107,2023-09,9485.43,22926.17,-13440.74
1019,Electronics_Cables_1019,2021-06,22245.3,35643.17,-13397.87
1035,Electronics_Batteries_1035,2022-05,29077.56,42451.28,-13373.72
1068,Electronics_Chargers_1068,2021-03,7797.38,21162.02,-13364.64
1096,Electronics_Mobile Accessories_1096,2024-09,10082.81,23419.21,-13336.4
1035,Electronics_Batteries_1035,2021-09,21102.68,34424.16,-13321.48
1038,Electronics_Cables_1038,2025-09,4666.16,17960.55,-13294.39
1019,Electronics_Cables_1019,2025-03,20874.43,34103.55,-13229.12
1037,Electronics_Cables_1037,2023-09,14464.17,27557.2,-13093.03
1151,Electronics_Cables_1151,2021-03,10276.56,23332.74,-13056.18
1159,Electronics_Batteries_1159,2023-09,14602.56,27566.4,-12963.84
1001,Electronics_Chargers_1001,2022-03,13658.48,26617.58,-12959.1
1065,Electronics_Chargers_1065,2024-09,15826.87,28750.07,-12923.2
1098,Electronics_Mobile Accessories_1098,2023-09,6418.86,19293.37,-12874.51
1019,Electronics_Cables_1019,2023-09,13982.76,26796.26,-12813.5
1035,Electronics_Batteries_1035,2021-02,36104.95,48838.89,-12733.94
1045,Electronics_Cables_1045,2023-02,23218.26,35946.33,-12728.07
1172,Electronics_Chargers_1172,2021-03,10323.95,22946.11,-12622.16
1149,Electronics_Chargers_1149,2021-03,6525.54,19124.98,-12599.44
1174,Electronics_Mobile Accessories_1174,2023-05,28661.15,41258.86,-12597.71
1199,Electronics_Cables_1199,2025-02,27671.05,40211.49,-12540.44
1019,Electronics_Cables_1019,2025-09,19914.84,32454.48,-12539.64
1173,Electronics_Batteries_1173,2023-03,16070.05,28567.73,-12497.68
1199,Electronics_Cables_1199,2024-03,28345.07,40839.77,-12494.7
1153,Electronics_Batteries_1153,2023-09,12696.88,25188.43,-12491.55
1096,Electronics_Mobile Accessories_1096,2022-09,9629.65,22088.03,-12458.38
1019,Electronics_Cables_1019,2024-03,24886.07,37282.49,-12396.42
1114,Electronics_Batteries_1114,2021-03,12803.28,25154.15,-12350.87
1065,Electronics_Chargers_1065,2023-08,16296.1,28623.15,-12327.05
1009,Electronics_Batteries_1009,2021-03,7276.0,19598.67,-12322.67
1035,Electronics_Batteries_1035,2024-05,27237.18,39545.35,-12308.17
1107,Electronics_Mobile Accessories_1107,2025-09,10771.59,23073.46,-12301.87
1114,Electronics_Batteries_1114,2021-09,10212.14,22338.81,-12126.67
1153,Electronics_Batteries_1153,2025-04,10269.98,22389.57,-12119.59
1107,Electronics_Mobile Accessories_1107,2021-09,11575.44,23624.9,-12049.46
1019,Electronics_Cables_1019,2024-09,22880.88,34886.6,-12005.72
1173,Electronics_Batteries_1173,2025-04,13403.76,25258.69,-11854.93
1001,Electronics_Chargers_1001,2022-02,26617.58,38260.2,-11642.62
1045,Electronics_Cables_1045,2022-02,23264.55,34852.73,-11588.18
1049,Electronics_Batteries_1049,2025-04,8563.05,20104.74,-11541.69
1172,Electronics_Chargers_1172,2024-09,9189.45,20612.06,-11422.61
1065,Electronics_Chargers_1065,2025-09,15293.38,26708.56,-11415.18
1150,Electronics_Batteries_1150,2024-09,9319.8,20689.05,-11369.25
1049,Electronics_Batteries_1049,2022-02,13758.26,25042.54,-11284.28
1037,Electronics_Cables_1037,2022-08,24983.43,36266.77,-11283.34
1174,Electronics_Mobile Accessories_1174,2024-03,28905.5,40069.93,-11164.43
1114,Electronics_Batteries_1114,2022-03,12346.02,23434.98,-11088.96
1114,Electronics_Batteries_1114,2021-06,17528.3,28580.96,-11052.66
1153,Electronics_Batteries_1153,2023-02,26791.05,37819.99,-11028.94
1129,Electronics_Chargers_1129,2023-09,11157.32,22173.83,-11016.51
1174,Electronics_Mobile Accessories_1174,2023-03,25963.63,36965.39,-11001.76
1049,Electronics_Batteries_1049,2023-09,7325.92,18315.0,-10989.08
1045,Electronics_Cables_1045,2025-09,10025.91,21010.69,-10984.78
1150,Electronics_Batteries_1150,2021-03,15444.24,26285.62,-10841.38
1049,Electronics_Batteries_1049,2021-09,9216.48,19987.46,-10770.98
1153,Electronics_Batteries_1153,2021-09,17518.48,28274.1,-10755.62
1199,Electronics_Cables_1199,2025-08,28897.11,39598.44,-10701.33
1009,Electronics_Batteries_1009,2025-09,4911.3,15593.03,-10681.73
1107,Electronics_Mobile Accessories_1107,2025-04,10519.19,21176.71,-10657.52
1068,Electronics_Chargers_1068,2025-09,6275.94,16918.29,-10642.35
1150,Electronics_Batteries_1150,2025-09,11716.32,22330.64,-10614.32
1114,Electronics_Batteries_1114,2025-04,12803.28,23376.34,-10573.06
1045,Electronics_Cables_1045,2021-09,11296.8,21869.31,-10572.51
1173,Electronics_Batteries_1173,2024-08,16169.73,26710.78,-10541.05
1065,Electronics_Chargers_1065,2023-02,26838.53,37353.88,-10515.35
1036,Electronics_Mobile Accessories_1036,2022-03,6353.08,16855.8,-10502.72
1183,Electronics_Batteries_1183,2021-09,8027.4,18525.82,-10498.42
1151,Electronics_Cables_1151,2024-03,20841.4,31248.52,-10407.12
1185,Personal Care_Toothpaste_1185,2022-09,5959.03,16348.53,-10389.5
1045,Electronics_Cables_1045,2023-03,12838.86,23218.26,-10379.4
1038,Electronics_Cables_1038,2022-03,7942.4,18304.75,-10362.35
1151,Electronics_Cables_1151,2025-04,8278.34,18636.19,-10357.85
1153,Electronics_Batteries_1153,2023-03,16470.77,26791.05,-10320.28
1078,Electronics_Cables_1078,2024-03,24138.15,34455.08,-10316.93
1073,Electronics_Chargers_1073,2022-09,9510.02,19822.78,-10312.76
1114,Electronics_Batteries_1114,2023-03,13474.04,23757.64,-10283.6
1159,Electronics_Batteries_1159,2022-03,17273.76,27524.49,-10250.73
1151,Electronics_Cables_1151,2024-09,13702.08,23924.68,-10222.6
1078,Electronics_Cables_1078,2023-09,15097.32,25298.53,-10201.21
1096,Electronics_Mobile Accessories_1096,2025-04,9898.12,20095.04,-10196.92
1159,Electronics_Batteries_1159,2024-04,20437.39,30595.2,-10157.81
1172,Electronics_Chargers_1172,2023-03,9747.62,19852.0,-10104.38
1035,Electronics_Batteries_1035,2021-03,26010.28,36104.95,-10094.67
1037,Electronics_Cables_1037,2021-06,19464.13,29547.7,-10083.57
1129,Electronics_Chargers_1129,2024-02,25137.99,35210.71,-10072.72
1172,Electronics_Chargers_1172,2022-09,8281.85,18353.32,-10071.47
1153,Electronics_Batteries_1153,2024-09,12054.0,22120.12,-10066.12
1096,Electronics_Mobile Accessories_1096,2021-09,8270.17,18321.16,-10050.99
1045,Electronics_Cables_1045,2021-03,12426.48,22465.62,-10039.14
1035,Electronics_Batteries_1035,2022-02,36393.45,46377.6,-9984.15
1149,Electronics_Chargers_1149,2023-09,7354.18,17301.73,-9947.55
1129,Electronics_Chargers_1129,2025-04,10995.32,20942.27,-9946.95
1164,Electronics_Cables_1164,2024-03,29081.9,39027.18,-9945.28
1037,Electronics_Cables_1037,2025-04,14901.67,24708.81,-9807.14
1073,Electronics_Chargers_1073,2025-09,9510.02,19250.93,-9740.91
1151,Electronics_Cables_1151,2025-03,18636.19,28352.2,-9716.01
1036,Electronics_Mobile Accessories_1036,2021-03,7516.32,17223.81,-9707.49
1174,Electronics_Mobile Accessories_1174,2024-05,23362.45,33037.95,-9675.5
1001,Electronics_Chargers_1001,2023-09,10038.16,19694.72,-9656.56
1199,Electronics_Cables_1199,2025-10,17241.75,26897.13,-9655.38
1035,Electronics_Batteries_1035,2021-08,34424.16,44078.02,-9653.86
1009,Electronics_Batteries_1009,2022-03,6548.4,16200.2,-9651.8
1149,Electronics_Chargers_1149,2022-09,4039.62,13691.06,-9651.44
1199,Electronics_Cables_1199,2021-06,28506.36,38127.39,-9621.03
1072,Electronics_Chargers_1072,2022-05,33877.7,43497.83,-9620.13
1073,Electronics_Chargers_1073,2025-04,10284.08,19885.94,-9601.86
1038,Electronics_Cables_1038,2024-09,8240.24,17839.36,-9599.12
1073,Electronics_Chargers_1073,2021-09,9750.78,19341.26,-9590.48
1045,Electronics_Cables_1045,2022-03,13697.37,23264.55,-9567.18
1173,Electronics_Batteries_1173,2024-02,33175.36,42709.17,-9533.81
1199,Electronics_Cables_1199,2022-06,25287.9,34756.52,-9468.62
1098,Electronics_Mobile Accessories_1098,2021-06,10249.47,19669.45,-9419.98
1068,Electronics_Chargers_1068,2021-09,5515.22,14896.72,-9381.5
1129,Electronics_Chargers_1129,2022-03,10698.8,20079.36,-9380.56
1037,Electronics_Cables_1037,2022-02,27656.3,37008.94,-9352.64
1161,Electronics_Batteries_1161,2025-04,6555.74,15896.94,-9341.2
1072,Electronics_Chargers_1072,2022-06,24540.78,33877.7,-9336.92
1114,Electronics_Batteries_1114,2023-09,13412.96,22723.08,-9310.12
1038,Electronics_Cables_1038,2021-03,10126.56,19424.11,-9297.55
1045,Electronics_Cables_1045,2023-09,13132.53,22430.01,-9297.48
1161,Electronics_Batteries_1161,2025-09,7191.42,16465.44,-9274.02
1065,Electronics_Chargers_1065,2025-03,21956.6,31225.64,-9269.04
1045,Electronics_Cables_1045,2021-02,22465.62,31731.5,-9265.88
1114,Electronics_Batteries_1114,2024-09,13108.12,22363.26,-9255.14
1114,Electronics_Batteries_1114,2021-08,22338.81,31579.34,-9240.53
1036,Electronics_Mobile Accessories_1036,2023-03,9169.81,18401.56,-9231.75
1172,Electronics_Chargers_1172,2023-09,7941.5,17158.18,-9216.68
1164,Electronics_Cables_1164,2022-06,18250.32,27449.07,-9198.75
1164,Electronics_Cables_1164,2023-09,12755.6,21947.35,-9191.75
1009,Electronics_Batteries_1009,2024-09,6457.45,15640.28,-9182.83
1107,Electronics_Mobile Accessories_1107,2022-06,15273.15,24406.97,-9133.82
1001,Electronics_Chargers_1001,2025-04,15035.83,24134.18,-9098.35
1149,Electronics_Chargers_1149,2022-03,7250.6,16319.96,-9069.36
1078,Electronics_Cables_1078,2022-03,15816.24,24881.52,-9065.28
1001,Electronics_Chargers_1001,2022-11,8272.01,17278.8,-9006.79
1040,Electronics_Mobile Accessories_1040,2025-09,5842.92,14832.3,-8989.38
1114,Electronics_Batteries_1114,2025-06,12965.26,21948.48,-8983.22
1068,Electronics_Chargers_1068,2024-09,9509.0,18489.19,-8980.19
1174,Electronics_Mobile Accessories_1174,2022-06,29383.7,38340.36,-8956.66
1078,Electronics_Cables_1078,2022-02,24881.52,33811.98,-8930.46
1049,Electronics_Batteries_1049,2022-09,10988.88,19917.88,-8929.0
1174,Electronics_Mobile Accessories_1174,2024-02,40069.93,48983.72,-8913.79
1150,Electronics_Batteries_1150,2023-03,15199.19,24087.78,-8888.59
1183,Electronics_Batteries_1183,2024-02,21862.85,30710.3,-8847.45
1049,Electronics_Batteries_1049,2025-09,7916.72,16761.8,-8845.08
1159,Electronics_Batteries_1159,2021-08,23641.73,32471.71,-8829.98
1036,Electronics_Mobile Accessories_1036,2025-04,6345.94,15083.15,-8737.21
1183,Electronics_Batteries_1183,2025-03,18191.11,26927.69,-8736.58
1096,Electronics_Mobile Accessories_1096,2024-03,16272.36,25002.84,-8730.48
1149,Electronics_Chargers_1149,2024-09,8493.56,17219.95,-8726.39
1001,Electronics_Chargers_1001,2023-02,20483.98,29197.06,-8713.08
1096,Electronics_Mobile Accessories_1096,2023-02,16109.89,24795.87,-8685.98
1199,Electronics_Cables_1199,2025-03,19009.43,27671.05,-8661.62
1040,Electronics_Mobile Accessories_1040,2023-09,4657.4,13230.03,-8572.63
1096,Electronics_Mobile Accessories_1096,2025-09,9289.78,17824.95,-8535.17
1107,Electronics_Mobile Accessories_1107,2023-03,16752.33,25280.7,-8528.37
1185,Personal Care_Toothpaste_1185,2024-09,5417.3,13934.73,-8517.43
1073,Electronics_Chargers_1073,2023-03,9861.44,18321.25,-8459.81
1173,Electronics_Batteries_1173,2023-09,14885.78,23293.44,-8407.66
1045,Electronics_Cables_1045,2022-06,15250.68,23590.97,-8340.29
1098,Electronics_Mobile Accessories_1098,2023-03,11851.93,20175.09,-8323.16
1153,Electronics_Batteries_1153,2022-03,15911.28,24218.5,-8307.22
1161,Electronics_Batteries_1161,2024-09,6116.84,14418.76,-8301.92
1040,Electronics_Mobile Accessories_1040,2021-09,4826.76,13112.55,-8285.79
1089,Electronics_Mobile Accessories_1089,2021-03,6595.0,14874.85,-8279.85
1185,Personal Care_Toothpaste_1185,2022-03,6887.71,15134.34,-8246.63
1073,Electronics_Chargers_1073,2023-02,18321.25,26555.98,-8234.73
1153,Electronics_Batteries_1153,2022-09,14143.36,22369.15,-8225.79
1049,Electronics_Batteries_1049,2021-06,14061.04,22272.62,-8211.58
1001,Electronics_Chargers_1001,2022-06,15468.64,23645.22,-8176.58
1159,Electronics_Batteries_1159,2022-02,27524.49,35693.91,-8169.42
1185,Personal Care_Toothpaste_1185,2021-09,5494.69,13662.31,-8167.62
1149,Electronics_Chargers_1149,2023-03,7196.64,15355.01,-8158.37
1038,Electronics_Cables_1038,2022-09,6850.32,14972.24,-8121.92
1078,Electronics_Cables_1078,2021-10,7368.93,15456.78,-8087.85
1098,Electronics_Mobile Accessories_1098,2025-04,7555.62,15623.6,-8067.98
1072,Electronics_Chargers_1072,2021-02,41941.99,50002.93,-8060.94
1159,Electronics_Batteries_1159,2023-02,27301.18,35356.71,-8055.53
1153,Electronics_Batteries_1153,2024-05,16393.44,24442.69,-8049.25
1172,Electronics_Chargers_1172,2025-03,13698.83,21717.15,-8018.32
1068,Electronics_Chargers_1068,2022-09,10554.99,18558.57,-8003.58
1172,Electronics_Chargers_1172,2025-02,21717.15,29717.76,-8000.61
1045,Electronics_Cables_1045,2024-06,13464.41,21463.92,-7999.51
1078,Electronics_Cables_1078,2021-09,15456.78,23417.32,-7960.54
1161,Electronics_Batteries_1161,2021-03,7770.04,15726.78,-7956.74
1045,Electronics_Cables_1045,2022-09,9884.7,17832.08,-7947.38
1164,Electronics_Cables_1164,2025-08,38381.04,46324.87,-7943.83
1153,Electronics_Batteries_1153,2021-10,9643.2,17518.48,-7875.28
1007,Personal Care_Shampoo_1007,2023-03,5663.34,13529.23,-7865.89
1172,Electronics_Chargers_1172,2022-03,9643.25,17506.99,-7863.74
1150,Electronics_Batteries_1150,2023-09,11450.04,19305.14,-7855.1
1183,Electronics_Batteries_1183,2024-09,12442.47,20291.83,-7849.36
1151,Electronics_Cables_1151,2021-02,23332.74,31176.8,-7844.06
1187,Personal Care_Skincare_1187,2021-03,7277.7,15097.61,-7819.91
1065,Electronics_Chargers_1065,2023-11,11393.57,19205.64,-7812.07
1078,Electronics_Cables_1078,2025-04,14187.88,21982.69,-7794.81
1172,Electronics_Chargers_1172,2021-09,7828.05,15602.27,-7774.22
1036,Electronics_Mobile Accessories_1036,2024-02,12505.72,20271.76,-7766.04
1153,Electronics_Batteries_1153,2024-03,22521.58,30283.83,-7762.25
1114,Electronics_Batteries_1114,2025-09,12955.7,20677.45,-7721.75
1036,Electronics_Mobile Accessories_1036,2021-09,5637.24,13332.34,-7695.1
1161,Electronics_Batteries_1161,2022-09,4711.62,12406.12,-7694.5
1149,Electronics_Chargers_1149,2021-09,7768.5,15433.24,-7664.74
1046,Household_Paper Products_1046,2021-03,3665.97,11319.97,-7654.0
1001,Electronics_Chargers_1001,2021-06,23202.96,30849.25,-7646.29
1019,Electronics_Cables_1019,2024-10,15253.92,22880.88,-7626.96
1061,Personal Care_Skincare_1061,2021-03,5112.9,12713.06,-7600.16
1073,Electronics_Chargers_1073,2024-09,8306.22,15902.0,-7595.78
1073,Electronics_Chargers_1073,2024-02,21117.61,28709.01,-7591.4
1022,Household_Cleaning Supplies_1022,2025-09,2466.9,10043.24,-7576.34
1175,Household_Trash Bags_1175,2024-09,3710.08,11257.65,-7547.57
1187,Personal Care_Skincare_1187,2025-09,4566.4,12103.65,-7537.25
1151,Electronics_Cables_1151,2022-05,16146.37,23648.82,-7502.45
1089,Electronics_Mobile Accessories_1089,2021-09,4418.65,11871.45,-7452.8
1009,Electronics_Batteries_1009,2024-04,8176.46,15625.87,-7449.41
1173,Electronics_Batteries_1173,2022-02,25558.94,33001.62,-7442.68
1107,Electronics_Mobile Accessories_1107,2021-06,20257.02,27681.55,-7424.53
1096,Electronics_Mobile Accessories_1096,2022-03,9629.65,17050.43,-7420.78
1166,Grocery_Spices_1166,2021-03,3057.84,10460.39,-7402.55
1199,Electronics_Cables_1199,2023-09,19080.87,26464.8,-7383.93
1068,Electronics_Chargers_1068,2022-03,6941.57,14323.25,-7381.68
1149,Electronics_Chargers_1149,2025-04,10045.19,17423.55,-7378.36
1073,Electronics_Chargers_1073,2025-02,23150.82,30500.9,-7350.08
1045,Electronics_Cables_1045,2025-02,23908.78,31245.76,-7336.98
1009,Electronics_Batteries_1009,2024-02,13205.46,20523.41,-7317.95
1001,Electronics_Chargers_1001,2025-03,24134.18,31420.83,-7286.65
1072,Electronics_Chargers_1072,2024-11,21067.55,28352.94,-7285.39
1114,Electronics_Batteries_1114,2024-11,10117.62,17375.88,-7258.26
1116,Personal Care_Skincare_1116,2021-03,8280.72,15518.12,-7237.4
1065,Electronics_Chargers_1065,2024-03,19416.14,26641.16,-7225.02
1045,Electronics_Cables_1045,2024-09,8755.02,15969.52,-7214.5
1151,Electronics_Cables_1151,2023-02,19683.86,26894.2,-7210.34
1098,Electronics_Mobile Accessories_1098,2022-09,9628.29,16828.13,-7199.84
1161,Electronics_Batteries_1161,2021-09,6860.78,14037.63,-7176.85
1036,Electronics_Mobile Accessories_1036,2025-09,8053.2,15215.89,-7162.69
1116,Personal Care_Skincare_1116,2023-09,5077.8,12230.88,-7153.08
1007,Personal Care_Shampoo_1007,2022-09,5313.54,12449.43,-7135.89
1065,Electronics_Chargers_1065,2025-04,14829.24,21956.6,-7127.36
1019,Electronics_Cables_1019,2025-04,13749.7,20874.43,-7124.73
1129,Electronics_Chargers_1129,2021-09,13144.24,20254.69,-7110.45
1038,Electronics_Cables_1038,2023-02,13764.62,20874.84,-7110.22
1074,Personal Care_Skincare_1074,2021-03,5765.64,12874.2,-7108.56
1129,Electronics_Chargers_1129,2025-03,20942.27,28034.59,-7092.32
1148,Household_Cleaning Supplies_1148,2021-03,5253.78,12333.21,-7079.43
1108,Dairy_Butter_1108,2021-03,2555.8,9632.65,-7076.85
1189,Electronics_Batteries_1189,2023-03,7455.78,14478.48,-7022.7
1065,Electronics_Chargers_1065,2022-11,14333.99,21339.6,-7005.61
1073,Electronics_Chargers_1073,2021-06,12278.76,19277.61,-6998.85
1129,Electronics_Chargers_1129,2023-05,17423.76,24421.74,-6997.98
1019,Electronics_Cables_1019,2025-10,12923.46,19914.84,-6991.38
1149,Electronics_Chargers_1149,2023-02,15355.01,22314.1,-6959.09
1107,Electronics_Mobile Accessories_1107,2024-09,13022.37,19972.23,-6949.86
1046,Household_Paper Products_1046,2022-03,2909.5,9848.47,-6938.97
1096,Electronics_Mobile Accessories_1096,2023-09,9403.07,16318.07,-6915.0
1068,Electronics_Chargers_1068,2023-02,15931.54,22833.44,-6901.9
1034,Household_Cleaning Supplies_1034,2024-09,3741.4,10629.72,-6888.32
